J,"Wang, Wei; Yu, Shuo; Bekele, Teshome Megersa; Kong, Xiangjie; Xia, Feng",Scientific collaboration patterns vary with scholars' academic ages,SCIENTOMETRICS,2017,"Scientists may encounter many collaborators of different academic ages throughout their careers. Thus, they are required to make essential decisions to commence or end a creative partnership. This process can be influenced by strategic motivations because young scholars are pursuers while senior scholars are normally attractors during new collaborative opportunities. While previous works have mainly focused on cross-sectional collaboration patterns, this work investigates scientific collaboration networks from scholars' local perspectives based on their academic ages. We aim to harness the power of big scholarly data to investigate scholars' academic-age-aware collaboration patterns. From more than 621,493 scholars and 2,646,941 collaboration records in Physics and Computer Science, we discover several interesting academic-age-aware behaviors. First, in a given time period, the academic age distribution follows the long-tail distribution, where more than 80% scholars are of young age. Second, with the increasing of academic age, the degree centrality of scholars goes up accordingly, which means that senior scholars tend to have more collaborators. Third, based on the collaboration frequency and distribution between scholars of different academic ages, we observe an obvious homophily phenomenon in scientific collaborations. Fourth, the scientific collaboration triads are mostly consisted with beginning scholars. Furthermore, the differences in collaboration patterns between these two fields in terms of academic age are discussed.",16,0138-9130,WOS:000403466900017,common
J,"Schoenherr, Tobias; Wagner, Stephan M.","Supplier involvement in the fuzzy front end of new product development: An investigation of homophily, benevolence and market turbulence",INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,2016,"The fuzzy front end (FFE) of new product development (NPD), i.e. the phase preceding the formal product development, is characterized by ill-defined processes, ad-hoc decisions, equivocality and uncertainty. While involving suppliers in this early stage is crucial, limited insight exists on how to best accomplish this objective. We address this issue in the present research by focusing on two important characteristics of the buyer-supplier relationship: homophily and benevolence. Grounding our arguments in social exchange theory (SET), both dimensions are expected to be associated with a greater degree of supplier involvement. In addition, taking a contingency perspective, arguments are developed for the moderating role of market turbulence. These contentions are tested with project-level NPD data. The data provide support for the association of homophily with supplier involvement in the FFE, highlighting the relevance to consider ""softer"" supplier selection criteria for NPD success. While the link between benevolence and supplier involvement in the FFE was not supported, both moderation hypotheses were, providing insight into the dynamics underlying supplier involvement in the FFE of NPD. Overall, we advance theory by examining antecedents and contingencies that can foster supplier involvement in the FFE, an area left largely uninvestigated to date, and provide practical guidance for supply chain managers on how the involvement of suppliers in the FFE phase can be enhanced. (C) 2016 Elsevier B.V. All rights reserved.",16,0925-5273,WOS:000383297900009,common
J,"Opper, Sonja; Nee, Victor; Brehm, Stefan",Homophily in the career mobility of China's political elite,SOCIAL SCIENCE RESEARCH,2015,"We argue that leadership promotion in China's political elite relies on homophily for signals of trustworthiness and future cooperative behavior more than on economic performance. We first point to the limitation of the economic performance argument from within the framework of China's specific M-form state structure, and then we proffer a sociological explanation for why higher-level elites in China rely on homophilous associations in recruiting middle-level elites to the top positions of state. Using a unique dataset covering China's provincial leaders from 1979 to 2011, we develop a homophily index focusing on joint origin, joint education and joint work experience. We trace personal similarities in these respects between provincial leaders and members of China's supreme decision-making body, the Politbureau's Standing Committee. We then provide robust evidence confirming the persisting impact of homophilous associations on promotion patterns in post-reform China. (C) 2015 Elsevier Inc. All rights reserved.",16,0049-089X,WOS:000363092600022,common
J,"Galbreth, Michael R.; Ghosh, Bikram; Shor, Mikhael",Social Sharing of Information Goods: Implications for Pricing and Profits,MARKETING SCIENCE,2012,"Social sharing of information goods-wherein a single good is purchased and shared through a network of acquaintances such as friends or coworkers-is a significant concern for the providers of these goods. The effect of social sharing on firm pricing and profits depends critically on two elements: the structure of the underlying consumer network and the mechanism used by groups to decide whether to purchase at a given price. We examine the effect of social sharing under different network structures (decentralized, centralized, and complete), which reflect a range of market conditions. Moreover, we draw from the mechanism design literature to examine several approaches to group decision making. Our results suggest that a firm can benefit from increased social sharing if the level of sharing is already high, enabling a pricing strategy targeted primarily at sharing groups rather than individuals. However, the point at which sharing becomes marginally beneficial for a firm depends on both the distribution of group sizes (which derives from the network structure) and the group decision mechanism. Additional insights are obtained when we extend the model. to capture homophily in group formation and the potential that a subset of consumers will never share for ethical reasons.",16,0732-2399,WOS:000307492000004,common
J,"Schaefer, David R.",Homophily Through Nonreciprocity: Results of an Experiment,SOCIAL FORCES,2012,"This study outlines a new explanation for homophily in social networks that is neither intended nor imposed by constraints on partner choices. Rather, homophily is an endogenous product of the emergent exchange process, in which actors seek high-value partners who reciprocate their gestures. Whereas all actors initially direct exchange toward higher value partners, the gestures of lower value actors are more likely to go unreciprocated. This imbalance drives lower value actors to seek new partners, who end up being others who are also lower value. The consequence is homophily on value despite no such preference. I draw upon social exchange theory to articulate how this process unfolds in a newly forming network. A laboratory experiment tests hypotheses about how exchange patterns change over time. Findings reveal that shifts in participants' behavior over time were consistent with a concern for reciprocity, resulting in increasing levels of homophily in the network.",16,0037-7732,WOS:000306971100009,common
J,"Ruef, M",A structural event approach to the analysis of group composition,SOCIAL NETWORKS,2002,"Since Simmel's early work on forms of association, the processes guiding group composition have commanded considerable attention in structural sociology, but have not led to a general methodology for examining compositional properties. By introducing a structural event approach, this study offers a new technique that is not restricted to analysis of dyads or triads nor post hoc analysis of those structural arrangements that are observed in a given sample. The approach is illustrated using data on 745 organizational founding teams. Structural event analysis separates choice behavior guiding team composition (with respect to ascribed and achieved characteristics of members) from structurally-induced behavior based on contact opportunities. Results suggest that the strong impact of ascriptive homophily may be tempered where functional considerations of group composition are addressed. However, many of the other arrangements that ostensibly pass as 'functional' are in fact induced by opportunity structures. (C) 2002 Elsevier Science B.V. All rights reserved.",15,0378-8733,WOS:000175030800003,common
J,"Mercer, Sterett H.; DeRosier, Melissa E.",SELECTION AND SOCIALIZATION OF INTERNALIZING PROBLEMS IN MIDDLE CHILDHOOD,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,2010,"This study investigated selection and socialization as contributors to homophily of internalizing problems during middle childhood Longitudinal social network analyses were conducted to determine the extent to which similarity on depression, loneliness, and social anxiety influences friendship formation (i e, selection) as well as the extent to which friendship contributes to similarity on these variables (i e, socialization) across one academic year Participants included 1,016 third grade students in 11 schools Results suggested that children tended to select others with similar levels of loneliness, but not depression or social anxiety, as friends In addition, children's levels of loneliness, depression, and social anxiety became more similar to the average level of their friends over time Discussion focuses on the consistency of the findings with studies of older populations as well as methodological considerations relevant to future studies",14,0736-7236,WOS:000284511200005,common
J,"Qureshi, Israr; Kistruck, Geoffrey M.; Bhatt, Babita",The Enabling and Constraining Effects of Social Ties in the Process of Institutional Entrepreneurship,ORGANIZATION STUDIES,2016,"While the past decade has produced a number of insights into the process of institutional change, scholars still lack a comprehensive understanding of the germinal stages of institutional entrepreneurship. More specifically, further knowledge is needed into what factors cause certain individuals to initiate norm-breaking behaviour while others continue to adhere to societal expectations. Prior work seeking to inform this question has focused either on individual-level or environmental-level explanations. Comparatively, we employ a social network perspective as a meso-level' lens into the space where actors and their environment intersect. Based upon our qualitative findings, we propose that social ties can serve as an important factor in enabling (heterophilic ties) as well as constraining (homophilic ties) institutional change. However, our data also suggest that these network forces are highly dynamic and contingent upon tie frequency, the sequencing of tie contact, and the prevailing social norms in which tie contact takes place.",13,0170-8406,WOS:000371397100007,common
J,"Bevc, Christine A.; Retrum, Jessica H.; Varda, Danielle M.","New Perspectives on the ""Silo Effect"": Initial Comparisons of Network Structures Across Public Health Collaboratives",AMERICAN JOURNAL OF PUBLIC HEALTH,2015,"Objectives. We explored to what extent ""silos"" (preferential partnering) persist in interorganizational boundaries despite advances in working across boundaries. We focused on organizational homophily and resulting silo effects within networks that might both facilitate and impede success in public health collaboratives (PHCs).Methods. We analyzed data from 162 PHCs with a series of exponential random graph models to determine the influence of uniform and differential homophily among organizations and to identify the propensity for partnerships with similar organizations.Results. The results demonstrated a low presence (8%) of uniform homophily among networks, whereas a greater number (30%) of PHCs contained varying levels of differential homophily by 1 or more types of organization. We noted that the higher frequency among law enforcement, nonprofits, and public health organizations demonstrated a partner preference with similar organizations.Conclusions. Although we identified only a modest occurrence of partner preference in PHCs, overall success in efforts to work across boundaries might be problematic when public health members (often leaders of PHCs) exhibit the tendency to form silos.",13,0090-0036,WOS:000358293300021,common
J,"Daw, Jonathan; Margolis, Rachel; Verdery, Ashton M.","Siblings, friends, course-mates, club-mates: How adolescent health behavior homophily varies by race, class, gender, and health status",SOCIAL SCIENCE & MEDICINE,2015,"Many unhealthy behaviors develop during adolescence, and these behaviors can have fundamental consequences for health and mortality in adulthood. Social network structure and the degree of homophily in a network affect how health behaviors and innovations are spread. However, the degree of health behavior homophily across different social ties and within subpopulations is unknown. This paper addresses this gap in the literature by using a novel regression model to document the degree of homophily across various relationship types and subpopulations for behaviors of interest that are related to health outcomes. These patterns in health behavior homophily have implications for which behaviors and ties should be the subjects of future research and for predicting how homophily may shape health programs focused on specific subpopulations (gender, race, class, health status) or a specific social context (families, peer groups, classrooms, or school activities). (C) 2014 Elsevier Ltd. All rights reserved.",13,0277-9536,WOS:000348949500004,common
J,"Cheadle, Jacob E.; Stevens, Michael; Williams, Deadric T.; Goosby, Bridget J.",The differential contributions of teen drinking homophily to new and existing friendships: An empirical assessment of assortative and proximity selection mechanisms,SOCIAL SCIENCE RESEARCH,2013,"Alcohol use, is pervasive in adolescence. Though most research is concerned with how friends influence drinking, alcohol is also important for connecting teens to one another. Prior studies have not distinguished between new friendship creation, and existing friendship durability, however. We argue that accounting for distinctions in creation-durability processes is critical for understanding the selection mechanisms drawing drinkers into homophilous friendships, and the social integration that results. In order to address these issues, we applied stochastic actor based models of network dynamics to National Longitudinal Study of Adolescent Health data. Adolescents only modestly prefer new friendships with others who drinker similarly, but greatly prefer friends who indirectly connect them to homophilous drinkers. These indirect homophilous drinker relationships are shorter lived, however, and suggest that drinking is a social focus that connects adolescents via proximity, rather than assortativity. These findings suggest that drinking leads to more situational and superficial social integration. (c) 2013 Elsevier Inc. All rights reserved.",13,0049-089X,WOS:000322285900010,common
J,"Carol, Sarah",Intermarriage Attitudes Among Minority and Majority Groups in Western Europe: The Role of Attachment to the Religious In-Group,INTERNATIONAL MIGRATION,2013,"The key question of this paper is whether social integration, both for minority (migrants) and majority groups (natives) in Western Europe, varies across contexts of exit (ethnic origins) and contexts of reception (Western European countries); and if so, how does religious identity and practice serve to mediate these contextual differences? To investigate this question I draw on the international comparative dataset EURISLAM which includes comparisons between Muslim migrants of ex-Yugoslav, Turkish, Moroccan and Pakistani origin with majority group members of Belgium, Britain, Germany and Switzerland. Social integration is measured through attitudes towards intermarriage across Muslim/non-Muslim lines. As results show, ethnic groups differ in their probabilities to approve of intermarriage. Especially migrants from the former Yugoslavia encounter a significantly lower approval of intermarriage by natives. However, approval of intermarriage is closely tied to religiosity. Once religiosity is controlled for, all migrant groups become significantly more positive about intermarriage than natives. Following theories on in-group favouritism and the homophily principle, we find that religious identity among migrants and practice among both natives and migrants are associated with reluctance to intermarry. Policy makers are advised to take note that contextual differences in perceived social integration of immigrant groups could be confounding other factors, including how differences in religiosity affect social integration. Migrants' significantly higher approval of intermarriage after controlling religiosity implies that policy makers may conceivably have to shift attention from migrants to natives and undertake some action in order to enable a greater intercultural understanding.",13,0020-7985,WOS:000319405200006,common
J,"Hanks, Lydia; Line, Nathan; Yang, Wan",Status seeking and perceived similarity: A consideration of homophily in the social servicescape,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,2017,"It is not clear in the extant research whether all consumers respond to the social servicescape in the same way or whether there may be moderators and mediators of the proposed relationships. The purpose of this research is to establish the moderating effect of consumers' need for status and the mediating effect of self-image congruence on the relationship between the perceived similarity to other customers and self-brand congruity in the proposed conceptual framework. Data collected from a sample of restaurant consumers in the United States suggests that perceptions of perceived similarity to other customers can significantly affect both self-image congruence and self-brand congruence. Further, the data indicate that the consumer's need for status is a significant moderator and self-image congruence is a significant mediator of the proposed relationships. Theoretical implications, managerial relevance, and future research are discussed. (C) 2016 Published by Elsevier Ltd.",12,0278-4319,WOS:000390512400013,common
J,"Grund, Thomas U.; Densley, James A.",Ethnic Homophily and Triad Closure: Mapping Internal Gang Structure Using Exponential Random Graph Models,JOURNAL OF CONTEMPORARY CRIMINAL JUSTICE,2015,"Previous studies indicate the importance of similarities between street gang members in terms of ethnicity for mapping the patterns of co-offending relationships within gangs. Individual members are more likely to co-offend with other members who are from the same ethnicity. Past studies, however, do not appropriately account for the fact that correlation between attributes of co-offending gang members may be driven by alternative mechanisms. Most importantly, the presence of clustering in networks can dramatically affect the assessment and make us believe that homophilythe deliberate choice to co-offend with others from the same ethnic groupis important while in fact it is not. In this article, we recreate the internal structure of a London-based street gang with exponential random graph (ERG) models. Our results refine the role of ethnicity for co-offending within gangs. While homophily is still prevalent, the effect diminishes when triad closurethe tendency for two individuals to offend with each other when they also offend with a common third personis considered. Furthermore, we extend existing ERG specifications and investigate the interaction between ethnic homophily and triad closure. Findings indicate that ethnic homophily is even stronger when it is embedded in co-offending triads.",12,1043-9862,WOS:000357669200008,common
J,"Launay, Jacques; Dunbar, Robin I. M.",Playing with Strangers: Which Shared Traits Attract Us Most to New People?,PLOS ONE,2015,"Homophily, the tendency for individuals to associate with those who are most similar to them, has been well documented. However, the influence of different kinds of similarity (e.g. relating to age, music taste, ethical views) in initial preferences for a stranger have not been compared. In the current study, we test for a relationship between sharing a variety of traits (i.e. having different kinds of similarity) with a stranger and the perceived likeability of that stranger. In two online experiments, participants were introduced to a series of virtual partners with whom they shared traits, and subsequently carried out activities designed to measure positivity directed towards those partners. Greater numbers of shared traits led to linearly increasing ratings of partner likeability and ratings on the Inclusion of Other in Self scale. We identified several consistent predictors of these two measures: shared taste in music, religion and ethical views. These kinds of trait are likely to be judged as correlates of personality or social group, and may therefore be used as proxies of more in-depth information about a person who might be socially more relevant.",12,1932-6203,WOS:000355955300158,common
J,"Lozares, Carlos; Verd, Joan Miquel; Cruz, Irene; Barranco, Oriol",Homophily and heterophily in personal networks. From mutual acquaintance to relationship intensity,QUALITY & QUANTITY,2014,"This article deals with the analysis of homophily and heterophily in ego-centred networks (personal networks). The analysis takes a dual approach. First it uses the classical definition of homophily (in this article called elementary homophily) to compare mutual ties between groups defined by employment status, age and city of residence. These analyses are then enriched by incorporating the level of affective proximity, thus forming what we have called specific homophily. The analysis of elementary homophily confirms the expected predominance of homophilous relationships over heterophilous ones. The analysis of specific homophily shows that inter-group relationships between close and intimate contacts follow similar patterns, whereas these differ substantially for relationships that are not at all close. The comparison of the two types of homophily shows a correspondence between high values in elementary homophily and high values in close and intimate relationships.",12,0033-5177,WOS:000340084500018,common
J,"Kokkonen, Andrej; Esaiasson, Peter; Gilljam, Mikael",Diverse Workplaces and Interethnic Friendship Formation-A Multilevel Comparison across 21 OECD Countries,JOURNAL OF ETHNIC AND MIGRATION STUDIES,2015,"We study how workplace diversity affects how native-born populations form interethnic friendship relations. Drawing on network elasticity research, the relationship between functional and cognitive interdependencies, and intergroup contact theory, we argue that diverse workplaces-because they restrict individuals' opportunities to act on tendencies towards homophily more than other social units-have a particularly strong potential for integration. We test our argument by analysing data from the first round of the European Social Survey with multilevel modelling. In line with expectations, we find that individuals who work at diverse workplaces are more likely than individuals who work at homogenous workplaces to have immigrant friends; that workplace diversity is more efficacious than neighbourhood diversity in generating interethnic friendship relations; and that the association between workplace diversity and the likelihood of having immigrant friends is stronger among individuals who have a low level of education, feel economically vulnerable, and who live in countries characterized by relative resource scarcity.",11,1369-183X,WOS:000345687200006,common
J,"Li, Xin; Wang, Mengyue; Liang, T. -P.",A multi-theoretical kernel-based approach to social network-based recommendation,DECISION SUPPORT SYSTEMS,2014,"Recommender systems are a critical component of e-commerce websites. The rapid development of online social networking services provides an opportunity to explore social networks together with information used in traditional recommender systems, such as customer demographics, product characteristics, and transactions. It also provides more applications for recommender systems. To tackle this social network-based recommendation problem, previous studies generally built trust models in light of the social influence theory. This study inspects a spectrum of social network theories to systematically model the multiple facets of a social network and infer user preferences. In order to effectively make use of these heterogonous theories, we take a kernel-based machine learning paradigm, design and select kernels describing individual similarities according to social network theories, and employ a non-linear multiple kernel learning algorithm to combine the kernels into a unified model. This design also enables us to consider multiple theories' interactions in assessing individual behaviors. We evaluate our proposed approach on a real-world movie review data set The experiments show that our approach provides more accurate recommendations than trust-based methods and the collaborative filtering approach. Further analysis shows that kernels derived from contagion theory and homophily theory contribute a larger portion of the model. (C) 2014 Elsevier B.V. All rights reserved.",11,0167-9236,WOS:000342546500010,common
J,"Barnes, J. C.; Beaver, Kevin M.; Young, Jacob T. N.; TenEyck, Michael",A behavior genetic analysis of the tendency for youth to associate according to GPA,SOCIAL NETWORKS,2014,"Behavior genetic research has revealed that many ""environmental"" variables are partially influenced by genetic factors. Known as gene-environment correlation (rGE), this line of scholarship provides insight on how and why individuals select into certain environments. Juxtaposing this body of evidence with research on peer group homophily-the tendency for peers to resemble one another on certain traits such as academic ability-raised two research hypotheses: (1) youth will associate with peers who receive grades similar to themselves (i.e., homophily for GPA); and (2) a portion of the variance in peer group GPA (i.e., the peer network average GPA) will be explained by individuals' genetic self-selection into the peer group (rGE). The results supported both hypotheses by showing a strong predictive relationship between the target individual's GPA and that of his/her peers and by revealing that 72% of the variance in peer group GPA was explained by genetic influences. (C) 2014 Elsevier B.V. All rights reserved.",11,0378-8733,WOS:000337015400004,common
J,"Vanhoutte, Bram; Hooghe, Marc",Do diverse geographical contexts lead to diverse friendship networks? A multilevel analysis of Belgian survey data,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,2012,"The choice-constraint approach assumes that the choice of one's friends will be determined by both individual choices and the constraints imposed by one's interaction context. Trends towards homophily however, might counteract this effect if actors consistently seek interaction partners with the same background characteristics. In this study we investigate the impact of community level diversity on the cultural diversity of friendship networks. Based on a multilevel analysis of recent survey data from Flanders (Belgium). we demonstrate that community level diversity has a significant but limited impact on ethnic and religious friendship network diversity. Controlling for individual level characteristics, residents of ethnically diverse communities report more ethnically and religiously diverse friendships. The fact that ethnic and religious diversity overlap to such a large extent suggests that both divisions are closely related in contemporary secularized European societies. (C) 2011 Elsevier Ltd. All rights reserved.",11,0147-1767,WOS:000305042700003,common
J,"Vargas, Nicholas; Loveland, Matthew T.","BEFRIENDING THE ""OTHER"": PATTERNS OF SOCIAL TIES BETWEEN THE RELIGIOUS AND NON-RELIGIOUS",SOCIOLOGICAL PERSPECTIVES,2011,"Aside from the literature on inter-racial and cross-sex relationships, few studies have examined the determinants of relationships that cross social boundaries. The authors contribute to this literature by considering the social boundary between the religious and the non-religious. Surveys of U.S. adults provide evidence of popular aversion toward the non-religious, but this analysis of the Baylor Religion Survey (2005) shows that the majority of religious Americans report a friendship with someone who is not religious at all. The authors find that such boundary-crossing relationships are largely structured by homophily, opportunities for intergroup contact, and religious barriers to intergroup contact. These findings reveal that some religiously themed conflicts that are common among cultural elites may not be particularly salient in the realm of daily social life.",11,0731-1214,WOS:000304048500011,common
J,"Parker, Simon C.",CAN COGNITIVE BIASES EXPLAIN VENTURE TEAM HOMOPHILY?,STRATEGIC ENTREPRENEURSHIP JOURNAL,2009,"Although venture teams whose founders are dissimilar (heterophilious) tend to outperform teams whose founders are similar (homophilious), most new venture teams are characterized by homophily. I try to explain this puzzle with a learning model in which founders are prone to two cognitive biases: overoptimism and self-serving attributions. Founders choose cofounders with similar beliefs as themselves because they expect this to promote the most effective allocation of effort to the venture. Self-serving bias reinforces and perpetuates these beliefs. In principle, informed outsiders (e.g., practitioners or hands on investors) can improve venture team composition compared with private choices by founders. Copyright (C) 2009 Strategic Management Society.",11,1932-4391,WOS:000281805800004,common
J,"LIEDKA, RV",WHO DO YOU KNOW IN THE GROUP - LOCATION OF ORGANIZATIONS IN INTERPERSONAL NETWORKS,SOCIAL FORCES,1991,"This article demonstrates that interpersonal network density can serve as a resource for organizational processes. This theory relies upon the notion of organizational recruitment and the selection mechanisms of organizational ecology. Data on confiding relations between people are used to construct two demographic networks. A series of log-linear models are fitted to the data to test implications of the theory. In most cases, models which include parameters to capture the location of organizational niches significantly reduce the residual chi-square from independence and homophily models. Thus, partial support is found for the basic premise of the theory, indicating that network density does serve as a resource for organizational survival. Further avenues for research are suggested.",11,0037-7732,WOS:A1991HB00900008,common
J,"Hofstra, Bas; Corten, Rense; van Tubergen, Frank; Ellison, Nicole B.",Sources of Segregation in Social Networks: A Novel Approach Using Facebook,AMERICAN SOCIOLOGICAL REVIEW,2017,"Most research on segregation in social networks considers small circles of strong ties, and little is known about segregation among the much larger number of weaker ties. This article proposes a novel approach to the study of these more extended networks, through the use of data on personal ties in an online social network. We illustrate this method's potential by describing and explaining the degree of ethnic and gender segregation on Facebook among a representative survey of adolescents in the Netherlands (N = 2,810; similar to 1.1 million Facebook friends). The results show that large online networks are more strongly segregated by ethnicity than by gender. Drawing on the same survey data, we find that core networks are more segregated in terms of ethnicity and gender than are extended networks. However, an exception to this pattern is personal networks of ethnic majority members, whose core networks are as segregated by ethnicity as their extended networks. Further analysis suggests this exception is due to their larger population size and the ethnic segregation of their social settings. We discuss the implications of these findings for the role of structural opportunities, homophily, and balance.",10,0003-1224,WOS:000402622900007,common
J,"Leombruni, Lisa V.",How you talk about climate change matters: A communication network perspective on epistemic skepticism and belief strength,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,2015,"A population's attitudes toward climate change can strongly influence governmental policies as well as community and individual climate-related behaviors. These attitudes have been explained with a variety of factors, including cultural worldviews, environmental attitudes, political ideology, knowledge of climate change, severe weather exposure, and sociodemographic characteristics. These studies typically assume an individual forms attitudes on the basis of preexisting values or beliefs and do not account for dynamic social interaction as a source of influence. This study introduces a network perspective that accounts for the social embeddedness of individuals, using network variables to predict climate attitudes, including homophily, network strength, attitude diversity, centrality, network size, and network valence. An exploratory factor analysis identified two distinct attitudinal dimensions: climate change epistemic skepticism and belief strength. Using egocentric data from a nationally representative survey collected in 2011, this study found that network variables were significant in predicting both climate attitude dimensions; hierarchical regression analyses accounting for other known predictors found two different predictive models for epistemic skepticism and belief strength. Homophily, network strength, attitude diversity, and network valence predicted epistemic skepticism (R-change(2) = 4.8%), while centrality and network strength predicted belief strength (R-change(2)=8.9%). The analyses also found support for cultural factors as significant predictors of climate attitudes, particularly Christianity and cultural worldviews. The results of this study suggest that interpersonal influence through communication networks is a promising avenue for continued research, and should be included in studies of climate attitude formation and change. (C) 2015 Elsevier Ltd. All rights reserved.",10,0959-3780,WOS:000366767100015,common
J,"Girard, Yann; Hett, Florian; Schunk, Daniel",How individual characteristics shape the structure of social networks,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,2015,"We study how students' social networks emerge by documenting systematic patterns in the process of friendship formation of incoming students; these students all start out in a new environment and thus jointly create a new social network. As a specific novelty, we consider cooperativeness, time and risk preferences - elicited experimentally - together with factors like socioeconomic and personality characteristics. We find a number of robust predictors of link formation and of the position within the social network (local and global network centrality). In particular, cooperativeness has a complex association with link formation. We also find evidence for homophily along several dimensions. Finally, our results show that despite these systematic patterns, social network structures can be exogenously manipulated, as we find that random assignments of students to groups on the first two days of university impacts the students' friendship formation process. (C) 2014 Elsevier B.V. All rights reserved.",10,0167-2681,WOS:000357240100013,common
J,"Agneessens, Filip; Wittek, Rafael",Social capital and employee well-being: disentangling intrapersonal and interpersonal selection and influence mechanisms,REVUE FRANCAISE DE SOCIOLOGIE,2008,"We argue that sociological explanations proposed within the social capital framework to explain individual well-being are incomplete because they do not differentiate between interpersonal influence and selection mechanisms, on the one hand, and cognitive intra-personal processes. on the other. To this end. three theoretical models of the dynamic interaction between interpersonal trust and job satisfaction will be used to derive and empirically test six hypotheses. First, according to influence mechanisms, an individual's job satisfaction can be the result of the number of sociometric trust choices he or she receives (popularity effect) or the level of job satisfaction of those actors he/she trusts (contagion effect). Second, selection mechanisms postulate that a focal actor will be more likely to develop interpersonal trust in colleagues with a high job satisfaction (attractiveness effect) or with similar levels of job satisfaction as the focal actor (homophily effect). Third, according to intrapersonal spillover mechanisms, a high level of job satisfaction can either facilitate the creation of interpersonal trust relationships (satisfaction spillover effect), or individuals initiating a high number of interpersonal trust relationships can exhibit higher levels of satisfaction (trust spillover effect). To simultaneously test these six hypotheses, longitudinal intra-organizational social network data from a Dutch housing company (n = 57) were used. We found a significant contagion effect, but no support for a popularity effect or either selection effect. Moreover, contrary to what we expected, employees with a low level of job satisfaction were significantly more likely to develop trust relationships with others.",10,0035-2969,WOS:000259277400008,common
J,"Killeya-Jones, Ley A.; Costanzo, Philip R.; Malone, Patrick; Quinlan, Nicole Polanichka; Miller-Johnson, Shari",Norm-narrowing and self- and other-perceived aggression in early-adolescent same-sex and mixed-sex cliques,JOURNAL OF SCHOOL PSYCHOLOGY,2007,"We examined the relations between group context and self- and other-perceptions of aggressive behavior in an ethnically-diverse sample of 168 male and female grade 7 adolescents. We used self-and peer-reports of aggression in high- and average-aggressive mixed-sex and same-sex cliques to examine whether group members would assimilate their self-report of aggression to the aggression report of their peers by way of perceived homophily or, conversely, engage in contrast and see their level of aggression as comparatively low in the face of high-aggression peers. Among boys in mixed-sex groups, comparison with highly-aggressive others resulted in a self-perception of lower levels of aggression than those perceived by their peers. Conversely, girls in mixed-sex groups reported their own levels of aggression to be higher than those perceived by their peers. We interpret these findings in terms of the notion of ""norm narrowing"": rather than being set by the larger social environment, such as the school, norms are more narrowly determined within one's immediate peer group. (c) 2007 Society for the Study of School Psychology. Published by Elsevier Ltd. All rights reserved.",10,0022-4405,WOS:000249628800006,common
J,"Abrahao, Bruno; Parigi, Paolo; Gupta, Alok; Cook, Karen S.",Reputation offsets trust judgments based on social biases among Airbnb users,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2017,"To provide social exchange on a global level, sharing-economy companies leverage interpersonal trust between their members on a scale unimaginable even a few years ago. A challenge to this mission is the presence of social biases among a large heterogeneous and independent population of users, a factor that hinders the growth of these services. We investigate whether and to what extent a sharing-economy platform can design artificially engineered features, such as reputation systems, to override people's natural tendency to base judgments of trustworthiness on social biases. We focus on the common tendency to trust others who are similar (i.e., homophily) as a source of bias. We test this argument through an online experiment with 8,906 users of Airbnb, a leading hospitality company in the sharing economy. The experiment is based on an interpersonal investment game, in which we vary the characteristics of recipients to study trust through the interplay between homophily and reputation. Our findings show that reputation systems can significantly increase the trust between dissimilar users and that risk aversion has an inverse relationship with trust given high reputation. We also present evidence that our experimental findings are confirmed by analyses of 1 million actual hospitality interactions among users of Airbnb.",9,0027-8424,WOS:000410293400045,common
J,"Wallace, Elaine; Buil, Isabel; de Chernatony, Leslie","Consumers' self-congruence with a ""Liked"" brand Cognitive network influence and brand outcomes",EUROPEAN JOURNAL OF MARKETING,2017,"Purpose - Brand ""Likes"" on Facebook facilitate self-expression, forming part of consumers' virtual selves. Yet, consumers' brand ""Likes"" may bear little resemblance to their material realities. This paper aims to test similarities of brand image with self-image for Facebook ""Likes"" to determine whether self-congruence with a ""Liked"" brand leads to positive offline brand outcomes. It also investigates whether consumers' perceptions about their Facebook social relations influence self-congruent brand ""Likes"".Design/methodology/approach - A large-scale survey was conducted of regular Facebook users who ""Liked"" brands. Data from 438 respondents was analysed and hypotheses tested using structural equation modeling.Findings - Empirical results show that the perceived self-congruence with a ""Liked"" brand increases with social tie strength. Perceived social tie strength is informed by perceived attitude homophily. When the perceived self-congruence with a ""Liked"" brand is higher, brand love and word of mouth (WOM) are enhanced. Consumers also have greater brand loyalty and offer more WOM when brands are loved.Research limitations/implications - Findings demonstrate the influence of consumers' cognitive network on ""Likes"" and brand outcomes. Further replication would enhance generalisability. Future research should use a wider sample and investigate other variables. Practical implications - Findings support managers seeking to grow and analyse Facebook ""Likes"" by providing insights into brand loyalty, brand love and WOM for ""Liked"" brands.Originality/value - The paper addresses the dearth of research exploring how consumers' perceptions of their Facebook network influence their online brand behaviour and how perceived self-congruence with a ""Liked"" brand relates to brand outcomes.",9,0309-0566,WOS:000396718800005,common
