PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Eugster, B; Lalive, R; Steinhauer, A; Zweimuller, J",,,,"Eugster, Beatrix; Lalive, Rafael; Steinhauer, Andreas; Zweimueller, Josef",,,The Demand for Social Insurance: Does Culture Matter?,ECONOMIC JOURNAL,,,,,,,,,,,,"Does culture shape the demand for social insurance against risks to health and work? We study this issue across language groups in Switzerland where a language border sharply separates social groups at identical actual levels of publicly provided social insurance. We find substantially stronger support for expansions of social insurance among residents of French, Italian or Romansh-speaking language border municipalities compared with their German-speaking neighbours in adjacent municipalities. Informal insurance does not vary enough to explain stark differences in social insurance but differences in ideology and segmented media markets potentially contribute to the discrepancy in demand for social insurance.",,,,,,,,,,,,,,,,,0013-0133,1468-0297,,,,NOV,2011,121,556,,,,,F413,F448,,10.1111/j.1468-0297.2011.02479.x,,,,,,,WOS:000296972700008,,,,,
J,"Akresh, R",,,,"Akresh, Richard",,,Flexibility of Household Structure Child Fostering Decisions in Burkina Faso,JOURNAL OF HUMAN RESOURCES,,,,,,,,,,,,"Using data I collected in Africa. this paper examines a household's decision to adjust its Size through child fostering, an institution where biological parents temporarily send children to live with other families. Households experiencing negative idiosyncratic income shocks, child gender imbalances, located further front primary schools, or with more ""good"" quality network members (fewer subsistence farmers and unmarried individuals and more educated members) are significantly more likely to send a child. Results reject an overall symmetric fostering model across senders and receivers, but evidence of symmetry is found when the test is restricted to exogenous income shocks and gender imbalances.",,,,,,,,,,,,,,,,,0022-166X,,,,,FAL,2009,44,4,,,,,976,997,,10.1353/jhr.2009.0011,,,,,,,WOS:000271535100007,,,,,
J,"Kristiansen, S",,,,"Kristiansen, S",,,Social networks and business success - The role of subcultures in an African context,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,,,,,,,,,,,,"The main objective of this paper is to illuminate social and cultural preconditions for networking and success in business in an African context. By in-depth studies of small-scale entrepreneurs in the wood business in Tanzania, we find that people belonging to an Asian subculture probably have a better standing for entering and thriving in business, due to group cohesion, mobility, and level of education. Through high-quality social networks, characterized by a high number and variety of relations, certain groups seem to be in a better position to enact their business environment and raise entrepreneurial resources such as motivation and ideas, information, capital, and trust. To reduce social discontent and interethnic and religious conflicts in this area, we suggest that policy measures be taken to enhance levels of education and access to information for all citizens to create a ""level playing field"" in economic affairs.",,,,,,,,,,,,,,,,,0002-9246,1536-7150,,,,NOV,2004,63,5,,,,,1149,1171,,10.1111/j.1536-7150.2004.00339.x,,,,,,,WOS:000225868100009,,,,,
J,"Jackson, MO; Rogers, BW; Zenou, Y",,,,"Jackson, Matthew O.; Rogers, Brian W.; Zenou, Yves",,,The Economic Consequences of Social-Network Structure,JOURNAL OF ECONOMIC LITERATURE,,,,,,,,,,,,"We survey the literature on the economic consequences of the structure of social networks. We develop a taxonomy of ""macro"" and ""micro"" characteristics of - social-interaction networks and discuss both the theoretical and empirical findings concerning the role of those characteristics in determining learning, diffusion, decisions, and resulting behaviors. We also discuss the challenges of accounting for the endogeneity of networks in assessing the relationship between the patterns of interactions and behaviors.",,,,,"Zenou, Yves/0000-0003-0246-3917; Zenou, Yves/0000-0001-6516-0812",,,,,,,,,,,,0022-0515,2328-8175,,,,MAR,2017,55,1,,,,,49,95,,10.1257/jel.20150694,,,,,,,WOS:000395946000002,,,,,
J,"Hayter, CS",,,,"Hayter, Christopher S.",,,Conceptualizing knowledge-based entrepreneurship networks: perspectives from the literature,SMALL BUSINESS ECONOMICS,,,,,,,,,,,,"Efforts to promote and support knowledge-based entrepreneurship as a vehicle for economic development are increasingly focused on the importance of networks to entrepreneurial success. This article reviews the extant empirical literature and finds a striking consensus among multiple disciplinary perspectives: not only are networks important, network characteristics also mediate resources important to entrepreneurial performance. Unfortunately, current conceptual frameworks do not adequately account for the unique nature of knowledge spillovers and their role in innovation and economic dynamism. The article suggests that scholars embrace the nascent knowledge spillover theory of entrepreneurship to guide future empirical research on entrepreneurship networks and focus intently on their impact on entrepreneurial performance-and therefore economic growth.",,,,"Ferreira, Joao J./K-7669-2012","Ferreira, Joao J./0000-0002-5928-2474",,,,,,,,,,,,0921-898X,1573-0913,,,,DEC,2013,41,4,,,,,899,911,,10.1007/s11187-013-9512-x,,,,,,,WOS:000327094400008,,,,,
J,"Santarelli, E; Tran, HT",,,,"Santarelli, Enrico; Hien Thu Tran",,,The interplay of human and social capital in shaping entrepreneurial performance: the case of Vietnam,SMALL BUSINESS ECONOMICS,,,,,,,,,,,,"This study investigates the effects of human capital, social capital and their interaction on the performance of 1,398 Vietnamese new-born firms. Operating profit is used as the measure of success. Human capital is captured by individual-level professional education, start-up experience, and learning. Whereas the first two dimensions of human capital are measured with traditional indicators, we define learning as the ability to accumulate knowledge to conduct innovation activities (new product introduction, product innovation and process innovation). Social capital is measured as benefits obtained from personal strong-tie and weak-tie networks. Key findings are threefold: (i) human capital strongly predicts firm success, with learning exhibiting a statistically significant positive association with operating profit, (ii) benefits from weak ties outweigh those from strong ties, (iii) interaction of human capital and social capital displays a statistically significant positive effect on new-firm performance.",,,,,"SANTARELLI, ENRICO/0000-0001-8986-2755",,,,,,,,,,,,0921-898X,1573-0913,,,,FEB,2013,40,2,,,,,435,458,,10.1007/s11187-012-9427-y,,,,,,,WOS:000314089400016,,,,,
J,"Egger, PH; von Ehrlich, M; Nelson, DR",,,,"Egger, Peter H.; von Ehrlich, Maximilian; Nelson, Douglas R.",,,Migration and Trade,WORLD ECONOMY,,,,,,,,,,,,"Theoretical and empirical research in economics suggests that bilateral migration triggers bilateral trade through a number of channels. This paper assesses the functional form of the impact of migration on trade flows in a quasi-experimental setting. We provide evidence that the relationship is not log-linear. In particular, at small levels of immigration (stocks) the elasticity of trade to migration is quite high, and it declines to zero at about 4,000 immigrants. If immigration stocks exceed such a level, the evidence suggests that trade will not increase anymore. This suggests that for cross-country network and other effects flowing from immigration to materialise at a significant level for trade, a high-enough level of immigrant stocks is necessary. But there appears to be satiation as immigrant numbers increase.",,,,,"Nelson, Douglas/0000-0003-0464-0745",,,,,,,,,,,,0378-5920,1467-9701,,,,FEB,2012,35,2,,,SI,,216,241,,10.1111/j.1467-9701.2011.01429.x,,,,,,,WOS:000300687100006,,,,,
J,"Li, PF; Bathelt, H; Wang, JC",,,,"Li, Peng-Fei; Bathelt, Harald; Wang, Jici",,,"Network dynamics and cluster evolution: changing trajectories of the aluminium extrusion industry in Dali, China",JOURNAL OF ECONOMIC GEOGRAPHY,,,,,,,,,,,,"Research on industrial clusters has shifted in a paradigmatic way from an exploration of structural ideal-types toward evolutionary explanations. Thus far, however, networks-the key concept in the former paradigm-and evolution-the focus in the latter-remain somewhat unconnected in the literature. This article addresses this gap by developing a comprehensive tri-polar analytical framework of cluster evolution. This framework combines the three concepts of context, network and action, allowing each to evolve in interaction with the others. The empirical analysis applies this framework to the aluminium extrusion industry cluster in Dali, Guangdong province, which has developed over a period of 30 years. Our study finds that with the formation of a new generation of entrepreneurs, previous kinship-based learning networks have disappeared, causing significant changes to action and interaction within and between firms.",,,,,,,,,,,,,,,,,1468-2702,1468-2710,,,,JAN,2012,12,1,,,,,127,155,,10.1093/jeg/lbr024,,,,,,,WOS:000298191700006,,,,,
J,"Graf, H; Kruger, JJ",,,,"Graf, Holger; Krueger, Jens J.",,,The Performance of Gatekeepers in Innovator Networks,INDUSTRY AND INNOVATION,,,,,,,,,,,,"We investigate the impact of actors' positions within regional innovator networks on their innovative performance. The networks of four selected regions are based on information on patent applicants and inventors. Count data regressions show positive effects on innovation of both the total number of relations and of access to a larger knowledge base. However, when looking at innovators that are characterised by multiple internal and external contacts, our results suggest that these gatekeepers are not able to reap all the benefits associated with their brokering position. This implies that gatekeepers exert external effects on the innovation system.",,,,"Graf, Holger/B-6136-2015","Graf, Holger/0000-0003-0215-1999",,,,,,,,,,,,1366-2716,,,,,,2011,18,1,,,SI,,69,88,PII 931226284,10.1080/13662716.2010.528932,,,,,,,WOS:000285349000004,,,,,
J,"Huber, F",,,,"Huber, Franz",,,SOCIAL CAPITAL OF ECONOMIC CLUSTERS: TOWARDS A NETWORK-BASED CONCEPTION OF SOCIAL RESOURCES,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,,,,,,,,,,,,"To grasp the critical role of socio-cultural factors for regional economic development, several concepts have been developed, including that of 'social capital'. This notion usually refers to norms, values, networks, reciprocity or trust which are held in a community and can lead to positive social and economic outcomes. Despite its popularity as a fashionable concept in the literature, the exact meaning of social capital is far from clear. This paper criticises the dominant conceptions of social capital in economic geography and regional studies and aims to place the debate in a different perspective. It argues for an alternative understanding of social capital defined as resources embedded in social networks which can be accessed or are used for actions. The potential to overcome the current weaknesses in the literature is illustrated through discussing social capital of economic clusters.",,,,,,,,,,,,,,,,,0040-747X,1467-9663,,,,APR,2009,100,2,,,,,160,170,,10.1111/j.1467-9663.2009.00526.x,,,,,,,WOS:000263967400003,,,,,
S,"de Koning, A",,"Katz, JA; Shepherd, DA",,"de Koning, Alice",,,OPPORTUNITY DEVELOPMENT: A SOCIO-COGNITIVE PERSPECTIVE,COGNITIVE APPROACHES TO ENTREPRENEURSHIP RESEARCH,Advances in the Study of Entrepreneurship Innovation and Economic Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048-4736,,978-0-7623-1052-4,,,,2003,6,,,,,,265,314,,10.1016/S1074-7540(03)06009-4,,,,,,,WOS:000270932400009,,,,,
J,"AKERLOF, GA",,,,"AKERLOF, GA",,,"DISCRIMINATORY, STATUS-BASED WAGES AMONG TRADITION-ORIENTED, STOCHASTICALLY TRADING COCONUT PRODUCERS",JOURNAL OF POLITICAL ECONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-3808,,,,,,1985,93,2,,,,,265,276,,10.1086/261299,,,,,,,WOS:A1985AER5300003,,,,,
J,"Sonderskov, KM",,,,"Sonderskov, Kim Mannemar",,,"Different goods, different effects: exploring the effects of generalized social trust in large-N collective action",PUBLIC CHOICE,,,,,,,,,,,,"Does generalized social trust help solve large-N collective action problems? This paper argues so, offering a novel explanation for the relationship: People tend to cooperate if they expect others to be cooperating, which implies that people holding generalized social trust more readily cooperate in large-N dilemmas because they expect that most people will cooperate. The paper tests the explanation in a rigorous design. The analyses show a positive, robust effect of generalized social trust on public good provision, but no effect is found in a joint product situation. This supports the hypothesis, indicating that trust specifically enhances cooperation in collective action dilemmas.",,,,"Sonderskov, Kim Mannemar/O-3811-2019; Sonderskov, Kim Mannemar/E-8422-2010","Sonderskov, Kim Mannemar/0000-0002-3550-0772; Sonderskov, Kim Mannemar/0000-0002-3550-0772",,,,,,,,,,,,0048-5829,1573-7101,,,,JUL,2009,140,1-2,,,,,145,160,,10.1007/s11127-009-9416-0,,,,,,,WOS:000266914400009,,,,,
B,"Essletzbichler, J",,"Frenken, K",,"Essletzbichler, Juergen",,,"Diversity, stability and regional growth in the United States, 1975-2002",APPLIED EVOLUTIONARY ECONOMICS AND ECONOMIC GEOGRAPHY,,,,,4th European Meeting on Applied Evolutionary Economics,"MAY 19-21, 2005","Utrecht, NETHERLANDS",,,,,,,,,,,,,,,,,,,,,,,,978-1-84542-845-7,,,,2007,,,,,,,203,229,,,,,,,,,WOS:000286369600011,,,,,
J,"Williams, CC",,,,"Williams, CC",,,Developing community involvement: Contrasting local and regional participatory cultures in Britain and their implications for policy,REGIONAL STUDIES,,,,,,,,,,,,"This paper evaluates critically the implications and legitimacy of the current UK government policy towards nurturing community involvement that seeks to encourage participation in community-based groups (formal community involvement) and neglects the cultivation of one-to-one acts of good neighbourliness (informal community involvement). Analysing data from the 2000 General Household Survey (GHS), this policy approach is shown to not only privilege the cultures of community participation of regions such as London and the South East as wen as affluent wards but also to seek to impose it on northern regions and deprived wards that possess different cultures of community engagement.",,,,"Williams, Colin C/B-1198-2016","Williams, Colin C/0000-0002-3610-1933",,,,,,,,,,,,0034-3404,1360-0591,,,,JUL,2003,37,5,,,,,531,541,,10.1080/0034340032000089086,,,,,,,WOS:000184138500008,,,,,
J,"Gomez, R; Santor, E",,,,"Gomez, R; Santor, E",,,Membership has its privileges: the effect of social capital and neighbourhood characteristics on the earnings of microfinance borrowers,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,,,,,,,,,,,,"In this paper we examine the determinants of self-employment success for microcredit borrowers. Theories of social capital and neighbourhood effects are integrated in an attempt to account for earnings differentials among a unique sample of microfinance borrowers. We posit that social capital - social relations that facilitate individual action is essential for microentrepreneurial success. Based on a survey and data collected by the authors, it is demonstrated that social capital is a positive determinant of self-employment earnings. The role that neighbourhoods play in fostering social capital and improving microentrepreneurial performance are also highlighted.",,,,,,,,,,,,,,,,,0008-4085,,,,,NOV,2001,34,4,,,,,943,966,,10.1111/0008-4085.00107,,,,,,,WOS:000173564100006,,,,,
J,"Rickenbach, M",,,,"Rickenbach, Mark",,,Serving members and reaching others: The performance and social networks of a landowner cooperative,FOREST POLICY AND ECONOMICS,,,,,,,,,,,,"Local forest landowner associations and broader peer-to-peer learning efforts have received attention-particularly in the United States of America-as ways to increase landowner engagement in forest planning and management. Unlike traditional technical assistance and outreach, knowledge is primarily shared among landowners as opposed to being derived from natural resource professionals. While potentially promising, few studies have investigated these approaches. Through a study of a landowner cooperative in Wisconsin, I report on a finding that considers both the effectiveness of a landowner cooperative in the Upper Midwest (USA) and the social network members rely on in decision-making. The former relies on an importance-performance analysis (IPA) of the services provided by the cooperative and the latter on an egocentric network analysis of members with an emphasis on strong and weak ties. Data were collected via a mail survey to which 146 members (81%) responded. The IPA indicates that the cooperative is providing services with which members are largely satisfied. The network analysis suggests that members, through strong ties, discuss their land with on average three others-primarily natural resource professionals (including cooperative staff), as opposed to other members, neighbors, and kin. However, by virtue of membership, they share weak ties with other members whom they see as trustworthy. The extent to which a network perspective might be applied to similar situations is discussed, as are conceptual implications and future directions. The main conclusion is that the emergence of local landowner associations and peer-to-peer learning requires research methods that better capture the social nature of these new directions. (C) 2009 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,1389-9341,,,,,DEC,2009,11,8,,,,,593,599,,10.1016/j.forpol.2009.08.006,,,,,,,WOS:000272066500008,,,,,
J,"Mazzucato, V",,,,"Mazzucato, Valentina",,,Informal Insurance Arrangements in Ghanaian Migrants' Transnational Networks: The Role of Reverse Remittances and Geographic Proximity,WORLD DEVELOPMENT,,,,,,,,,,,,"Risk pooling literature argues the need for geographic proximity to ensure the functioning of informal insurance arrangements. This paper investigates whether these arrangements exist between migrants and their network members back home and, if so, how they work in the absence of geographic proximity. Analysis of a simultaneous matched sample of migrants in the Netherlands and network members in Ghana reveals the existence of reverse remittances. These remittances show that there is risk pooling between migrants and network members. The paper elaborates on the institutional arrangements that make such a system possible. (C) 2008 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0305-750X,,,,,JUN,2009,37,6,,,,,1105,1115,,10.1016/j.worlddev.2008.11.001,,,,,,,WOS:000266542200007,,,,,
J,"Patacchini, E; Zenou, Y",,,,"Patacchini, Eleonora; Zenou, Yves",,,The strength of weak ties in crime,EUROPEAN ECONOMIC REVIEW,,,,,,,,,,,,"The aim of this paper is to investigate whether weak ties play an important role in explaining criminal activities. We first develop a model where individuals learn about crime opportunities by interacting with other peers. These interactions can take the form of either strong or weak ties. We find that increasing the percentage of weak ties induces more transitions from non-crime to crime and thus the crime rate in the economy increases. This is because, when the percentage of weak ties is high, delinquents and non-delinquents are in close contact with each other. We then test these predictions using the U.S. National Longitudinal Survey of Adolescent Health (AddHealth), which contains unique detailed informations on friendship relationships among teenagers. The theoretical predictions of our model are confirmed by the empirical analysis since we find that weak ties, as measured by friends of friends, have a positive impact on criminal activities. (C) 2007 Elsevier B.V. All rights reserved.",,,,,"Zenou, Yves/0000-0001-6516-0812",,,,,,,,,,,,0014-2921,,,,,FEB,2008,52,2,,,,,209,236,,10.1016/j.euroecorev.2007.09.002,,,,,,,WOS:000254376200002,,,,,
J,"Chetty, S; Agndal, H",,,,"Chetty, Sylvie; Agndal, Henrik",,,Role of inter-organizational networks and interpersonal networks in an industrial district,REGIONAL STUDIES,,,,,,,,,,,,"Regional Studies. This paper uses the network perspective to examine the role of interpersonal (relationships between individuals) and inter-organizational (relationships between organizations) networks in an industrial district. The embedded case method is used for this qualitative study of the Auckland boat-building district. The findings provide evidence of different types of networks, as well as how interpersonal networks can be transformed into inter-organizational networks, and vice versa, thus strengthening the district. Despite their initial reluctance to collaborate, organizations learnt to maintain a balance between 'competition' and 'cooperation'.",,,,,,,,,,,,,,,,,0034-3404,,,,,,2008,42,2,,,,,175,187,,10.1080/00343400601142696,,,,,,,WOS:000253913800002,,,,,
J,"Hoppe, T",,,,"Hoppe, Thomas",,,Adoption of innovative energy systems in social housing: Lessons from eight large-scale renovation projects in The Netherlands,ENERGY POLICY,,,,,,,,,,,,"Thanks to new insights on the impacts that dwellings have throughout their life cycles, there has been increased attention to retrofitting innovative energy systems (IES) in existing housing. This paper uses an explorative case study design to gain more knowledge about the governance aspects of this under-researched topic. The central research question is: Which factors influence the adoption of innovative energy systems in social housing sites during renovation projects? To answer this question, eight large-scale renovation projects in The Netherlands were investigated. These case studies allowed the identification of barriers, enabling factors and perspectives from three main actors-housing associations, tenants and local authorities. It turns out that adopting IES encounters many barriers: lack of trust between project partners, delay in project progress, financial feasibility considerations, lack of support from tenants, lengthy legal permit procedures, over-ambitious project goals, poor experiences in previous projects, and IES ambitions that are not taken serious by key decision-makers. Furthermore. IES were only successfully fitted in three of the eight projects. Moreover, ambitions were lowered as the projects progressed in all the cases investigated. The study calls for further systematic, in-depth comparison of fitting IES in large-scale renovation projects in social housing. (c) 2012 Elsevier Ltd. All rights reserved.",,,,"Hoppe, Thomas/W-7895-2019",,,,,,,,,,,,,0301-4215,1873-6777,,,,DEC,2012,51,,,,,,791,801,,10.1016/j.enpol.2012.09.026,,,,,,,WOS:000312620000079,,,,,
J,"Carayol, N; Roux, P",,,,"Carayol, Nicolas; Roux, Pascale",,,Knowledge flows and the geography of networks: A strategic model of small world formation,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,,,,,,,,,,"This paper aims to demonstrate that the strategic approach to link formation can generate networks that share some of the main structural properties of most real social networks. For this purpose, we introduce a spatialized variation of the Connections model [Jackson. M.O., Wolinsky, A., 1996. A strategic model of social and economic networks. journal of Economic Theory 71, 44-74] to describe the strategic formation of links by agents who balance the benefits of forming links resulting from imperfect knowledge flows against their costs, which increase with geographic distance. We show, for intermediate levels of knowledge transferability, clustering occurs in geographical space and a few agents sustain distant connections. Such networks exhibit the small world property (high clustering and short average relational distances). When the costs of link formation are normally distributed across agents, asymmetric degree distributions are also obtained. (C) 2009 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0167-2681,,,,,AUG,2009,71,2,,,,,414,427,,10.1016/j.jebo.2009.02.005,,,,,,,WOS:000267999900026,,,,,
J,"Lazzeretti, L; Sedita, SR; Caloffi, A",,,,"Lazzeretti, Luciana; Sedita, Silvia Rita; Caloffi, Annalisa",,,Founders and disseminators of cluster research,JOURNAL OF ECONOMIC GEOGRAPHY,,,,,,,,,,,,"The purpose of this article is to review cluster research and its evolution by considering the works of the most prominent researchers in the field over an extended period of time using a bibliometric analysis based on statistical analysis and social network tools. The point of departure is an original database, created by the authors, consisting of 1586 academic articles about clusters or industrial districts that were published from 1989 to 2010 in international scientific journals. The article identifies a group of articles belonging to the main disseminators of the cluster concept. A backward citation analysis discovers further contributions, which are grouped into sub-communities via a clustering algorithm. The procedure enables not only the identification of local research communities based largely around sub-disciplines but also boundary spanners linking different communities of scholars scattered around the world. In so doing, we offer a picture of the origin and development of the cluster concept along with a new interpretation of the features that boosted the rhetorical power of cluster research: multi-disciplinary, cross-disciplinary and global dimension.",,,,"Sedita, Silvia Rita/V-3976-2019","Sedita, Silvia Rita/0000-0002-4589-6934; Lazzeretti, Luciana/0000-0002-9759-2289",,,,,,,,,,,,1468-2702,1468-2710,,,,JAN,2014,14,1,,,,,21,43,,10.1093/jeg/lbs053,,,,,,,WOS:000329057500002,,,,,
J,"Kramarz, F; Thesmar, D",,,,"Kramarz, Francis; Thesmar, David",,,SOCIAL NETWORKS IN THE BOARDROOM,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,,,,,,,,,,,,"This paper provides evidence that social networks strongly affect board composition and are detrimental to corporate governance. Our empirical investigation relies on a large data set of executives and outside directors of French public firms. This data source is a matched employer-employee data set that provides detailed information on directors/CEOs as well as information about the firm employing them. We find a strong and robust correlation between the CEO's network and that of his directors. Networks of former high-ranking civil servants are the most active in shaping board composition. Our identification strategy takes into account not only firm and directors' fixed effects but also the matching of firms and director in terms of one observable and one unobservable characteristic. Turning to the direct effects of such network activity, we find that firms in which these networks are most active pay their CEOs more, are less likely to replace a CEO who underperforms, and engage in less value-creating acquisitions. These findings suggest that social networks are active in the boardroom and have detrimental effects on firms' governance.",,,,,,,,,,,,,,,,,1542-4766,,,,,AUG,2013,11,4,,,,,780,807,,10.1111/jeea.12021,,,,,,,WOS:000322190600003,,,,,
J,"Kostka, G; Shin, K",,,,"Kostka, Genia; Shin, Kyoung",,,Energy conservation through energy service companies: Empirical analysis from China,ENERGY POLICY,,,,,,,,,,,,"China's energy-service companies (ESCOs) have developed only modestly despite favorable political and market conditions. We argue that with sophisticated market institutions still evolving in China, trust-based relations between ESCOs and energy customers are essential for successful implementation of energy efficiency projects. Chinese ESCOs, who are predominantly small and private enterprises, perform poorly in terms of trust-building because they are disembedded from local business, social, and political networks. We conclude that in the current institutional setting, the ESCO model based on market relations has serious limitations and is unlikely to lead to large-scale implementation of energy efficiency projects in China. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0301-4215,,,,,JAN,2013,52,,,,,,748,759,,10.1016/j.enpol.2012.10.034,,,,,,,WOS:000313775100066,,,,,
J,"Western, J; Stimson, R; Baum, S; Van Gellecum, Y",,,,"Western, J; Stimson, R; Baum, S; Van Gellecum, Y",,,Measuring community strength and social capital,REGIONAL STUDIES,,,,,,,,,,,,"Five case study communities in both metropolitan and regional urban locations in Australia are used as test sites to develop measures of 'community strength' on four domains: Natural Capital; Produced Economic Capital; Human Capital; and Social and Institutional Capital. The paper focuses on the fourth domain. Sample surveys of households in the five case study communities used a survey instrument with scaled items to measure four aspects of social capital - formal norms, informal norms, formal structures and informal structures - that embrace the concepts of trust, reciprocity, bonds, bridges, links and networks in the interaction of individuals with their community inherent in the notion social capital. Exploratory principal components analysis is used to identify factors that measure those aspects of social and institutional capital, while a confirmatory analysis based on Cronbach's alpha explores the robustness of the measures. Four primary scales and 15 subscales are identified when defining the domain of social and institutional capital. Further analysis reveals that two measures - anomie, and perceived quality of life and wellbeing - relate to certain primary scales of social capital.",,,,,"Baum, Scott/0000-0003-1711-2087",,,,,,,,,,,,0034-3404,,,,,NOV,2005,39,8,,,,,1095,1109,,10.1080/00343400500328222,,,,,,,WOS:000233300800006,,,,,
J,"Spencer, GM",,,,"Spencer, Gregory M.",,,Knowledge Neighbourhoods: Urban Form and Evolutionary Economic Geography,REGIONAL STUDIES,,,,,,,,,,,,"Spencer G. M. Knowledge neighbourhoods: urban form and evolutionary economic geography, Regional Studies. This paper examines connections between the urban form of neighbourhoods in relation to the evolutionary economic geography of knowledge-intensive industries. The data presented show that firms in 'creative' industries tend to be located in dense, mixed-use neighbourhoods near the city core, while 'science-based' industries tend to be concentrated in low-density, single-use neighbourhoods in the suburbs. It is argued that these spatial patterns are related to the fact that inter-firm networks are more important in the 'creative' industries, while 'science-based' industries rely more heavily on intra-firm interactions and learning.",,,,,,,,,,,,,,,,,0034-3404,1360-0591,,,,May 4,2015,49,5,,,SI,,883,898,,10.1080/00343404.2015.1019846,,,,,,,WOS:000353626000012,,,,,
J,"Cohendet, P; Grandadam, D; Simon, L; Capdevila, I",,,,"Cohendet, Patrick; Grandadam, David; Simon, Laurent; Capdevila, Ignasi",,,"Epistemic communities, localization and the dynamics of knowledge creation",JOURNAL OF ECONOMIC GEOGRAPHY,,,,,,,,,,,,"This article aims to clarify how epistemic communities dynamically shape the process of knowledge creation in a localized context and how the evolving interaction between different members of these communities enables knowledge to transit from its locus of emergence to the global market. It is argued that these dynamics rest on a series of clashes between different frames of reference, which enables bits of knowledge to be progressively revealed, enhanced, nurtured, interpreted and enacted collectively.",,,,"Capdevila, Ignasi/D-4048-2015","Capdevila, Ignasi/0000-0003-2714-8059",,,,,,,,,,,,1468-2702,1468-2710,,,,SEP,2014,14,5,,,SI,,929,954,,10.1093/jeg/lbu018,,,,,,,WOS:000344619700004,,,,,
J,"Baird, TD; Gray, CL",,,,"Baird, Timothy D.; Gray, Clark L.",,,Livelihood Diversification and Shifting Social Networks of Exchange: A Social Network Transition?,WORLD DEVELOPMENT,,,,,,,,,,,,"In the developing world, traditional social networks of exchange and reciprocity are critical components of household security, disaster relief, and social wellbeing especially in rural areas. This research asks the question: How are traditional social networks of exchange related to emerging household strategies to diversify livelihoods? Within this context, this study uses a mixed methods design to examine the character of inter-household exchanges of material goods (THE) and the association between THE and livelihood diversification, in ethnically Maasai communities in northern Tanzania. Findings show that THE are both evolving and declining and are negatively associated with livelihood diversification. (C) 2014 Elsevier Ltd. All rights reserved.",,,,"Baird, Timothy/P-3285-2019","Baird, Timothy/0000-0003-1449-2571; Gray, Clark/0000-0002-6667-7909",,,,,,,,,,,,0305-750X,,,,,AUG,2014,60,,,,,,14,30,,10.1016/j.worlddev.2014.02.002,,,,,,,WOS:000336345200002,31423047,,,,
J,"Nielsen, T; Keil, A; Zeller, M",,,,"Nielsen, Thea; Keil, Alwin; Zeller, Manfred",,,Assessing farmers' risk preferences and their determinants in a marginal upland area of Vietnam: a comparison of multiple elicitation techniques,AGRICULTURAL ECONOMICS,,,,,,,,,,,,"We examine the consistency of risk preference measures based on eight hypothetical elicitation methods and a lottery game applied to smallholder farmers in a marginal upland environment in Vietnam. Using these measures, we identify influencing factors of risk aversion via regression analysis, whereby unlike previous studies, we include several proxies of social capital such as social networks and norms. Data were collected from household heads and spouses separately in a random sample of 300 households. Although correlations between most of the various risk preference measures are all statistically highly significant, most are weak. On average, respondents have a high degree of risk aversion and specific characteristicsgender, age, idiosyncratic shocks, education, social norms, network-reliance with extended family, and connections to local authoritiesare significant determinants of risk preferences across most elicitation methods, whereas othersthe household's dependency ratio, wealth, and covariate shocksare significant in a few methods only. The explanatory power of the models is limited, indicating that other factors are likely to be of greater importance in determining risk preferences. The results can help target safety nets, encourage investments, and lead to the development of more applicable methods for assessing risk preferences of smallholders in developing countries.",,,,,,,,,,,,,,,,,0169-5150,,,,,MAY,2013,44,3,,,,,255,273,,10.1111/agec.12009,,,,,,,WOS:000318929900001,,,,,
