PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Li, YJ; Pickles, A; Savage, M",,,,"Li, YJ; Pickles, A; Savage, M",,,Social capital and social trust in Britain,EUROPEAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,"Most quantitative research in social capital focuses on civic engagement in formal organisations. Data on social capital in informal social networks are harder to obtain and there has also been insufficient means for investigating this. In this paper, we use the British Household Panel Survey (BHPS) to conceptualise and measure three types of social capital: neighbourhood attachment, social network and civic participation. The first two refer to informal social networks and the last to formal social networks. We use gllamm (Generalized Linear Latent and Mixed Models) to construct the latent variable scores from the categorical component variables. We also analyse the socio-cultural determinants of the three types of social capital and their impacts on social trust. The results show that socio-cultural conditions affect social capital generation. People in disadvantaged positions are more likely to draw social capital from weak ties and those in advantaged positions are more likely to do so from formal civic engagement. We also find that social capital has an effect over and above people's own socio-cultural positions. Informal social networks, especially having good neighbourly relations, tend to foster greater trust than does formal civic engagement.",,,,"Pickles, Andrew/A-9625-2011","Pickles, Andrew/0000-0003-1283-0346",,,,,,,,,,,,0266-7215,1468-2672,,,,APR,2005,21,2,,,,,109,123,,10.1093/esr/jci007,,,,,,,WOS:000229113800002,,,,,
J,"POPIELARZ, PA; MCPHERSON, JM",,,,"POPIELARZ, PA; MCPHERSON, JM",,,"ON THE EDGE OR IN BETWEEN - NICHE POSITION, NICHE OVERLAP, AND THE DURATION OF VOLUNTARY ASSOCIATION MEMBERSHIPS",AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,"This paper aims to explain a major barrier to societal integration: the remarkable homogeneity of voluntary associations. The explanation derives from an ecological theory of voluntary affiliation that asserts that organizations compete for members in a property space defined by the sociodemographic characteristics of members. Voluntary organizations lose fastest those members who are either atypical of the group (the niche edge hypothesis) or subject to competition from other groups (the niche overlap hypothesis). The authors analyze an event-history data set, generated by the life-history calendar approach, of 2,813 voluntary association membership spells. The results, which strongly support both the niche edge and niche overlap hypotheses, substantiate the competitive ecological model of group structure.",,,,,,,,,,,,,,,,,0002-9602,,,,,NOV,1995,101,3,,,,,698,720,,10.1086/230757,,,,,,,WOS:A1995TH52200005,,,,,
J,"van Stekelenburg, J; Klandermans, B",,,,"van Stekelenburg, Jacquelien; Klandermans, Bert",,,The social psychology of protest,CURRENT SOCIOLOGY,,,,,,,,,,,,"Social psychological research has taught us a lot about why people protest. This article provides a theoretical and empirical overview. Discussed are grievances, efficacy, identification, emotions and social embeddedness, followed by the most recent approaches, which combine these concepts into dual pathway models. Finally, two future directions are discussed: (1) to shed light on the paradox of persistent participation, and (2) to clarify how perceptions of sociopolitical context affects protest participation.",,,,"van Stekelenburg, Jacquelien/D-5508-2013","van Stekelenburg, Jacquelien/0000-0002-0064-3976",,,,,,,,,,,,0011-3921,,,,,SEP,2013,61,5-6,,,,,886,905,,10.1177/0011392113479314,,,,,,,WOS:000323208600018,,,,,
J,"Henly, JR; Danziger, SK; Offer, S",,,,"Henly, JR; Danziger, SK; Offer, S",,,The contribution of social support to the material well-being of low-income families,JOURNAL OF MARRIAGE AND FAMILY,,,,,,,,,,,,"We hypothesize that the social support available from low-income networks serves primarily a coping function, rather than a leverage function. Social support and its relationship to material well-being is assessed in a sample of 632 former and current welfare recipients. Respondents report higher levels of perceived emotional, instrumental, and informational support than perceived financial support, and received financial aid is particularly uncommon. Multivariate findings demonstrate that perceived support is unrelated to employment quality, but it reduces the likelihood of living in poverty and is associated with three different measures of coping. These findings generally support the contention that informal aid is important for the everyday survival of low-income families, but is less able to assist with economic mobility.",,,,,,,,,,,,,,,,,0022-2445,,,,,FEB,2005,67,1,,,,,122,140,,10.1111/j.0022-2445.2005.00010.x,,,,,,,WOS:000226754500010,,,,,
J,"Ryan, L",,,,"Ryan, Louise",,,Migrants' social networks and weak ties: accessing resources and constructing relationships post-migration,SOCIOLOGICAL REVIEW,,,,,,,,,,,,"Within migration studies literature there is a tendency to assume that migrants have ready access to kin and friendship networks which facilitate the migration and settling processes. Through tight bonds of trust and reciprocity, these networks are considered to be sources of social capital, providing a counter-balance to the disadvantages that migrants may encounter in the destination society. This paper argues that more attention is needed to the ways in which migrants access, maintain and construct different types of networks, in varied social locations, with diverse people. I suggest that the often simplistic dichotomy of bonding and bridging capital needs to be re-appraised and instead offer an alternative way of thinking about these social ties. The distinction between them tends to be understood on the basis of the ethnicity of the people involved-bonding involves close ties with 'people like us' while bridging involves links beyond 'group cleavages'. Insufficient attention has been paid to the actual resources flowing between these ties or the kinds of relationship developing between the actors involved. The nature of these social networks may be better understood by focusing on the relationship between the actors, their relative social location, and their available and realisable resources. Data from a qualitative study of Polish migrants in London is used to illustrate this approach.",,,,,"Ryan, Louise/0000-0003-1386-7212",,,,,,,,,,,,0038-0261,1467-954X,,,,NOV,2011,59,4,,,,,707,724,,10.1111/j.1467-954X.2011.02030.x,,,,,,,WOS:000296466400003,,,,,
J,"NEE, V; SANDERS, JM; SERNAU, S",,,,"NEE, V; SANDERS, JM; SERNAU, S",,,JOB TRANSITIONS IN AN IMMIGRANT METROPOLIS - ETHNIC BOUNDARIES AND THE MIXED ECONOMY,AMERICAN SOCIOLOGICAL REVIEW,,,,,1992 Annual Meeting of the American-Sociological-Association,"AUG 20-24, 1992","PITTSBURGH, PA",Amer Sociol Assoc,,,,"We examine the job transitions of Asian immigrants in the metropolitan economy of Los Angeles. In such ethnically heterogeneous cities, ethnic boundaries are porous and are mediated by an intermediate mixed economy. Ethnographic interviews reveal that many immigrants prefer jobs outside the ethnic economy to obtain higher wages and fairer work rules. Multivariate analyses find that, across a succession of jobs and over time, immigrants tend to drift away from the more informal ethnic economy of the metropolis, a move that leads to higher earnings. The use of ethnic ties to locate jobs also declines. The main attraction of participation in the ethnic economy is the opportunity for self-employment. Our model of the immigrant labor market moves beyond the dualist representation of the ethnic enclave economy. We conceive of the metropolitan labor market as shaped by firm size, degree of bureaucratization, and governance structure in which interethnic economic transactions are mediated through a growing mixed economy.",,,,"Rodriguez Gusta, Ana/A-8083-2011",,,,,,,,,,,,,0003-1224,,,,,DEC,1994,59,6,,,,,849,872,,10.2307/2096372,,,,,,,WOS:A1994RC47600004,,,,,
J,"CHUBIN, DE",,,,"CHUBIN, DE",,,CONCEPTUALIZATION OF SCIENTIFIC SPECIALTIES,SOCIOLOGICAL QUARTERLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0038-0253,,,,,,1976,17,4,,,,,448,476,,10.1111/j.1533-8525.1976.tb01715.x,,,,,,,WOS:A1976CU76600003,,,,,
J,"Yakubovich, V",,,,"Yakubovich, V",,,"Weak ties, information, and influence: How workers find jobs in a local Russian labor market",AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,"In 1973 Granovetter formulated the strength-of-weak-ties hypothesis (SWT), which became the foundation of a vast sociological literature on social networks in labor markets. Until now, SWT has never been directly tested but treated instead as a surrogate for the relationship between an actor's network and labor market outcomes such as characteristics of a job obtained. The paper restates SWT as a proposition about the probability of getting a job as a function of within-actor differences in tie strength and tests it with data on hires carried out in one Russian city in 1998. In support of SWT the results show that a worker is more likely to get a job through one of her weak ties rather than strong ties. The advantages of weak ties lie in their abilities to provide timely access to non-redundant information and to influence employers directly. In contrast, strong ties are associated with indirect influence on employers through well-connected intermediaries. The estimates come from a within-worker-fixed-effect conditional logistic regression and thereby provide rare evidence of an association between information and influence transferred through social ties and labor market outcomes, independent of workers' individual characteristics.",,,,,"Yakubovich, Valery/0000-0001-7519-2578",,,,,,,,,,,,0003-1224,1939-8271,,,,JUN,2005,70,3,,,,,408,421,,10.1177/000312240507000303,,,,,,,WOS:000230529700003,,,,,
B,"Smith-Doerr, L; Powell, WW",,"Smelser, NJ; Swedberg, R",,"Smith-Doerr, Laurel; Powell, Walter W.",,,Networks and Economic Life,"HANDBOOK OF ECONOMIC SOCIOLOGY, SECOND EDITION",,,,,,,,,,,,,,,,"Powell, Walter W/B-5991-2008",,,,,,,,,,,,,,,978-0-691-12125-3,,,,2005,,,,,,,379,402,,,,,,,,,WOS:000287573700018,,,,,
J,"MCPHERSON, JM; SMITHLOVIN, L",,,,"MCPHERSON, JM; SMITHLOVIN, L",,,WOMEN AND WEAK TIES - DIFFERENCES BY SEX IN THE SIZE OF VOLUNTARY ORGANIZATIONS,AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9602,,,,,,1982,87,4,,,,,883,904,,10.1086/227525,,,,,,,WOS:A1982MZ79900004,,,,,
J,"Szreter, S",,,,"Szreter, S",,,"The state of social capital: Bringing back in power, politics, and history",THEORY AND SOCIETY,,,,,,,,,,,,,,,,,"Szreter, Simon/0000-0001-6903-2447",,,,,,,,,,,,0304-2421,,,,,OCT,2002,31,5,,,,,573,621,,10.1023/A:1021300217590,,,,,,,WOS:000179571900001,,,,,
J,"Flora, JL; Sharp, J; Flora, C; Newlon, B",,,,"Flora, JL; Sharp, J; Flora, C; Newlon, B",,,Entrepreneurial social infrastructure and locally initiated economic development in the nonmetropolitan United States,SOCIOLOGICAL QUARTERLY,,,,,,,,,,,,"A community embeddedness perspective hypothesizes that nonmetropolitan localities high on entrepreneurial social infrastructure (ESI) are more successful at implementing economic development projects than those lacking ESI. ESI is a format for converting social capital into organizational forms that facilitate collective action. Logistic regression revealed that localities with projects were more likely to have an unbiased newspaper, multiple contributions by financial institutions to community projects, and more external linkages. Project communities place more emphasis on citizen involvement through civic organizations than through local government. Community-based patterns of interactions and organization are associated with successful collective economic development action.",,,,,,,,,,,,,,,,,0038-0253,,,,,FAL,1997,38,4,,,,,623,645,,10.1111/j.1533-8525.1997.tb00757.x,,,,,,,WOS:A1997YL16500005,,,,,
J,"MCPHERSON, JM; SMITHLOVIN, L",,,,"MCPHERSON, JM; SMITHLOVIN, L",,,SEX SEGREGATION IN VOLUNTARY-ASSOCIATIONS,AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003-1224,,,,,FEB,1986,51,1,,,,,61,79,,10.2307/2095478,,,,,,,WOS:A1986A589600005,,,,,
J,"Crul, M; Schneider, J",,,,"Crul, Maurice; Schneider, Jens",,,Comparative integration context theory: participation and belonging in new diverse European cities,ETHNIC AND RACIAL STUDIES,,,,,,,,,,,,"Drawing upon results from the TIES survey on the second generation in eight European countries the authors propose a new perspective on integration or assimilation. The proposed comparative integration context theory argues that participation in social organizations and belonging to local communities across European cities is strongly dependent on the integration context. Differences in integration contexts include institutional arrangements in education, the labour market, housing, religion and legislation. Differences in the social and political context are especially important for social and cultural participation and belonging. The TIES data show high degrees of local involvement in the second generation and the dwindling centrality of single ethnic belongings - a reflection of the dramatically changing ethnic and (sub)cultural landscapes in cities in Europe. The article challenges established notions of 'newcomers' and 'natives', explores the 'remaking of the mainstream' and argues for the investigation of mobility pathways for a better understanding of integration or assimilation as on-going processes.",,,,"Crul, Maurice/E-9165-2013","Crul, M.R.J./0000-0002-2003-7826",,,,,,,,,,,,0141-9870,,,,,,2010,33,7,,,,,1249,1268,PII 919584451,10.1080/01419871003624068,,,,,,,WOS:000279031900007,,,,,
J,"Bearman, P; Parigi, P",,,,"Bearman, P; Parigi, P",,,Cloning headless frogs and other important matters: Conversation topics and network structure,SOCIAL FORCES,,,,,,,,,,,,"This article considers which people talk about important matters, what people talk about when they discuss ""Important matters,"" and the implications of conversation topic for the interpretation of results arising from the General Social Survey (GSS) network instrument based on the ""important matters"" name generator. We show that half the people who report not talking about anything have nothing to talk about, whereas the others have no one to talk to. Secondly, we show that people tend to talk about things that many would regard as unimportant, for example, cloning of headless frogs, eating less red meat, and so on. Given this, the connection between characteristics of discussion networks and achievement of instrumental ends - for example, getting a job or enhancing social support - is tenuous. Finally, we show that there is substantial topic-alter dependency. This dependency suggests that many substantive findings reported about, for example, gender differences in network composition might be an artifact of the data-collection instrument. Micro-level topic-alter dependencies reflect macro-level associations between attributes, topics, and roles. Consequently, cross-cultural comparison of GSS network questions is problematic. Solutions for escaping these methodological dilemmas are proposed.",,,,,,,,,,,,,,,,,0037-7732,1534-7605,,,,DEC,2004,83,2,,,,,535,557,,10.1353/sof.2005.0001,,,,,,,WOS:000226428700005,,,,,
J,"Elliott, JR",,,,"Elliott, JR",,,Social isolation and labor market insulation: Network and neighborhood effects on less-educated urban workers,SOCIOLOGICAL QUARTERLY,,,,,,,,,,,,"This study examines the influence of neighborhood poverty and social networks on labor market experiences of less-educated urban job seekers. Data come from the Multi-City Survey of Urban Inequality and the 1990 decennial census. Results indicate that relatively small differences in job search strategies among residents of high- and low-poverty neighborhoods are magnified in the hiring process and that supply- and demand-side factors have qualitatively different effects on earnings within these residential contexts. These results refine our understanding of social isolation by clarifying the points at which ""neighborhood effects"" manifest themselves in the job-matching process and suggest that social isolation is often accompanied by labor market insulation characterized by an increasing reliance upon neighbors and personal contacts for securing formal employment.",,,,,,,,,,,,,,,,,0038-0253,,,,,SPR,1999,40,2,,,,,199,216,,10.1111/j.1533-8525.1999.tb00545.x,,,,,,,WOS:000080455300002,,,,,
J,"Marin, A",,,,"Marin, A",,,Are respondents more likely to list alters with certain characteristics? Implications for name generator data,SOCIAL NETWORKS,,,,,,,,,,,,"Analyses of egocentric networks make the implicit assumption that the list of alters elicited by name generators is a complete list or representative sample of relevant alters. Based on the literature on free recall tasks and the organization of people in memory, I hypothesize that respondents presented with a name generator are more likely to name alters with whom they share stronger ties, alters who are more connected within the network, and alters with whom they interact in more settings. I conduct a survey that presents respondents with the GSS name generator and then prompts them to remember other relevant alters whom they have not yet listed. By comparing the alters elicited before and after prompts I find support for the first two hypotheses. I then go on to compare network-level measures calculated with the alters elicited by the name generator to the same measures calculated with data from all alters. These measures are not well correlated. Furthermore, the degree of underestimation of network size is related to the networks' mean closeness, density, and mean duration of relationships. Higher values on these variables result in more accurate estimation of network size. This suggests that measures of egocentric network properties based on data collected using a single name generator may have high levels of measurement error, possibly resulting in misestimation of how these network properties relate to other variables. (C) 2004 Published by Elsevier B.V.",,,,,,,,,,,,,,,,,0378-8733,,,,,OCT,2004,26,4,,,,,289,307,,10.1016/j.socnet.2004.06.001,,,,,,,WOS:000225137700001,,,,,
J,"Beyerlein, K; Hipp, JR",,,,"Beyerlein, K; Hipp, JR",,,"Social capital, too much of a good thing? American religious traditions and community crime",SOCIAL FORCES,,,,,,,,,,,,"Using American religious traditions as measures of bonding and bridging social capital in communities, we empirically test how these differentforms of social capital affect crime rates in 3,157 U.S. counties in 2000. Our results suggest that the bonding networks evangelical Protestants promote in communities explain why counties with a greater percentage of residents affiliated with this tradition consistently have higher crime rates. Conversely, our results suggest that the bridging networks that mainline Protestants and Catholics foster in communities explain why counties with a greater percentage of residents affiliated with these traditions generally have lower crime rates. This article the us provides empirical corroboration for recent theoretical discussions that focus on how the social capital that groups cultivate in communities need not always benefit communities as a whole.",,,,,,,,,,,,,,,,,0037-7732,1534-7605,,,,DEC,2005,84,2,,,,,995,1013,,10.1353/sof.2006.0004,,,,,,,WOS:000234320100017,,,,,
J,"Pattison, P; Robins, G",,,,"Pattison, P; Robins, G",,,Neighborhood-based models for social networks,"SOCIOLOGICAL METHODOLOGY 2002, VOL 32",SOCIOLOGICAL METHODOLOGY,,,,,,,,,,,"We argue that social networks can be modeled as the outcome of processes that occur in overlapping local regions of the network, termed local social neighborhoods. Each neighborhood is conceived as a possible site of interaction and corresponds to a subset of possible network ties. In this paper, we discuss hypotheses about the form of these neighborhoods, and we present two new and theoretically plausible ways in which neighborhood-based models for networks can be constructed. In the first, we introduce the notion of a setting structure, a directly hypothesized (or observed) set of exogenous constraints on possible neighborhood forms. In the second, we propose higher-order neighborhoods that are generated, in part, by the outcome of interactive network processes themselves. Applications of both approaches to model construction are presented, and the developments are considered within a general conceptual framework of locale for social networks. We show how assumptions about neighborhoods can be cast within a hierarchy of increasingly complex models; these models represent a progressively greater capacity for network processes to ""reach"" across a network through long cycles or semipaths. We argue that this class of models holds new promise for the development of empirically plausible models for networks and network-based processes.",,,,,"Robins, Garry/0000-0001-7538-5804; Pattison, Philippa/0000-0001-9626-2897",,,,,,,,,,,,0081-1750,,,,,,2002,32,,,,,,301,337,,10.1111/1467-9531.00119,,,,,,,WOS:000177930800013,,,,,
J,"Tigges, LM; Browne, I; Green, GP",,,,"Tigges, LM; Browne, I; Green, GP",,,"Social isolation of the urban poor: Race, class, and neighborhood effects on social resources",SOCIOLOGICAL QUARTERLY,,,,,,,,,,,,"We focus on the effects of race, class, and neighborhood on social isolation. Using data from households in Atlanta, Georgia, we compare poor and nonpoor African Americans to nonpoor whites on two types of social ties and the social resources inherent in those ties. We find that poverty has an important influence on the social resources available to African Americans in and outside of their household. Poor blacks are less likely than other blacks and nonpoor whites to live with another adult, to have even one per son outside the household with whom they discuss important matters (a discussion partner), or to have a college-educated person in their discussion network. Higher neighborhood poverty reduces the size of the discussion network for whites and blacks and affects the probabilities of having any kind of social contacts. Important for the social isolation thesis is our finding that among African Americans, living in a very poor neighborhood increases social isolation and reduces access to social resources via one's network of close ties.",,,,,,,,,,,,,,,,,0038-0253,,,,,WIN,1998,39,1,,,,,53,77,,10.1111/j.1533-8525.1998.tb02349.x,,,,,,,WOS:000072057500004,,,,,
J,"Gabbay, SM; Zuckerman, EW",,,,"Gabbay, SM; Zuckerman, EW",,,Social capital and opportunity in corporate R & D: The contingent effect of contact density on mobility expectations,SOCIAL SCIENCE RESEARCH,,,,,,,,,,,,"Our analysis focuses on scientists in corporate research and development (R&D) work units. Building on the rich literature on the importance of brokerage and boundary-spanning for intraorganizational mobility, we investigate how scientists' positions in networks of work relations affect the probability that they expect future mobility. Our results support the claim that, in general, actors with disconnected contacts gain a competitive advantage relative to others who do not enjoy the same degree of access to structural holes. In addition to documenting this basic association between contact density and mobility expectations, we demonstrate that the nature of this association differs considerably depending on the larger context for local patterns of interaction. We investigate three such contextual factors: the degree to which the work unit is oriented toward individual rather than collective incentives; the density of the overall pattern of interaction in the unit; and the extent to which brokerage strategies are legitimate. Findings support the conclusion that the effect of contact density on expectations of promotion is contingent on the character of relevant structures and cultures of opportunity. (C) 1998 Academic Press.",,,,,,,,,,,,,,,,,0049-089X,,,,,JUN,1998,27,2,,,,,189,217,,10.1006/ssre.1998.0620,,,,,,,WOS:000073917500005,,,,,
J,"POLLAK, RA; WATKINS, SC",,,,"POLLAK, RA; WATKINS, SC",,,CULTURAL AND ECONOMIC APPROACHES TO FERTILITY - PROPER MARRIAGE OR MESALLIANCE,POPULATION AND DEVELOPMENT REVIEW,,,,,,,,,,,,"Economic models have organized much fertility research, particularly over the last two decades. As usually formulated, these models assume that preferences are fixed and thus ''explain'' fertility differences by differences in opportunities (constraints). Yet some interpretations of the evidence on fertility transition appear inconsistent with explanations based solely on differences in opportunities and have led to explicit challenges to them. Challenges to fixed-preference explanations take three forms: explanations that allow variable preferences, explanations that emphasize diffusion, and explanations that emphasize ''culture.'' The article first addresses the consistency of the empirical findings and the interpretations drawn from them with various fixed-preference economic models. It then discusses variable-preference economic models, the roles that diffusion may play in these models, and the relationship between cultural and economic explanations of fertility.",,,,,,,,,,,,,,,,,0098-7921,,,,,SEP,1993,19,3,,,,,467,496,,10.2307/2938463,,,,,,,WOS:A1993ML39000002,,,,,
J,"MCPHERSON, JM; RANGERMOORE, JR",,,,"MCPHERSON, JM; RANGERMOORE, JR",,,EVOLUTION ON A DANCING LANDSCAPE - ORGANIZATIONS AND NETWORKS IN DYNAMIC BLAU SPACE,SOCIAL FORCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0037-7732,,,,,SEP,1991,70,1,,,,,19,42,,10.2307/2580060,,,,,,,WOS:A1991GK82200002,,,,,
J,"Szell, M; Thurner, S",,,,"Szell, Michael; Thurner, Stefan",,,Measuring social dynamics in a massive multiplayer online game,SOCIAL NETWORKS,,,,,,,,,,,,"Quantification of human group-behavior has so far defied an empirical, falsifiable approach. This is due to tremendous difficulties in data acquisition of social systems. Massive multiplayer online games (MMOG) provide a fascinating new way of observing hundreds of thousands of simultaneously socially interacting individuals engaged in virtual economic activities. We have compiled a data set consisting of practically all actions of all players over a period of 3 years from a MMOG played by 300,000 people. This large-scale data set of a socio-economic unit contains all social and economic data from a single and coherent source. Players have to generate a virtual income through economic activities to 'survive' and are typically engaged in a multitude of social activities offered within the game. Our analysis of high-frequency log files focuses on three types of social networks, and tests a series of social-dynamics hypotheses. In particular we study the structure and dynamics of friend-, enemy- and communication networks. We find striking differences in topological structure between positive (friend) and negative (enemy) tie networks. All networks confirm the recently observed phenomenon of network densification. We propose two approximate social laws in communication networks, the first expressing betweenness centrality as the inverse square of the overlap, the second relating communication strength to the cube of the overlap. These empirical laws provide strong quantitative evidence for the Weak ties hypothesis of Granovetter. Further, the analysis of triad significance profiles validates well-established assertions from social balance theory. We find overrepresentation (underrepresentation) of complete (incomplete) triads in networks of positive ties, and vice versa for networks of negative ties. Empirical transition probabilities between triad classes provide evidence for triadic closure with extraordinarily high precision. For the first time we provide empirical results for large-scale networks of negative social ties. Whenever possible we compare our findings with data from non-virtual human groups and provide further evidence that online game communities serve as a valid model for a wide class of human societies. With this setup we demonstrate the feasibility for establishing a 'socio-economic laboratory' which allows to operate at levels of precision approaching those of the natural sciences. All data used in this study is fully anonymized: the authors have the written consent to publish from the legal department of the Medical University of Vienna. (C) 2010 Elsevier B.V. All rights reserved.",,,,"Szell, Michael/H-5269-2011","Szell, Michael/0000-0003-3022-2483",,,,,,,,,,,,0378-8733,1879-2111,,,,OCT,2010,32,4,,,,,313,329,,10.1016/j.socnet.2010.06.001,,,,,,,WOS:000283402000006,,,,,
J,"Papachristos, AV; Hureau, DM; Braga, AA",,,,"Papachristos, Andrew V.; Hureau, David M.; Braga, Anthony A.",,,The Corner and the Crew: The Influence of Geography and Social Networks on Gang Violence,AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,"Nearly a century of empirical research examines how neighborhood properties influence a host of phenomena such as crime, poverty, health, civic engagement, immigration, and economic inequality. Theoretically bundled within these neighborhood effects are institutions' and actors' social networks that are the foundation of other neighborhood-level processes such as social control, mobilization, and cultural assimilation. Yet, despite such long-standing theoretical links between neighborhoods and social networks, empirical research rarely considers or measures dimensions of geography and social network mechanisms simultaneously. The present study seeks to fill this gap by analyzing how both geography and social networks influence an important social problem in urban America: gang violence. Using detailed data on fatal and non-fatal shootings, we examine effects of geographic proximity, organizational memory, and additional group processes (e. g., reciprocity, transitivity, and status seeking) on gang violence in Chicago and Boston. Results show adjacency of gang turf and prior conflict between gangs are strong predictors of subsequent gang violence. Furthermore, important network processes, including reciprocity and status seeking, also contribute to observed patterns of gang violence. In fact, we find that these spatial and network processes mediate racial effects, suggesting the primacy of place and the group in generating gang violence.",,,,,,,,,,,,,,,,,0003-1224,1939-8271,,,,JUN,2013,78,3,,,,,417,447,,10.1177/0003122413486800,,,,,,,WOS:000330287900004,,,,,
S,"Stovel, K; Shaw, L",,"Cook, KS; Massey, DS",,"Stovel, Katherine; Shaw, Lynette",,,Brokerage,"ANNUAL REVIEW OF SOCIOLOGY, VOL 38",Annual Review of Sociology,,,,,,,,,,,"Although sociologists have frequently touched on ideas related to brokerage in their research, brokerage is rarely considered a central concept in the discipline's theoretical or analytic arsenal. Theoretically, brokerage is one of a small number of mechanisms by which disconnected or isolated individuals (or groups) can interact economically, politically, and socially. Across substantive domains, we are particularly struck by a dual aspect of brokerage: On the one hand, brokerage has the capacity to ease social interaction, enhance economic activity, and facilitate political development. On the other hand, brokerage often breeds exploitation, the pursuit of personal profit, corruption, and the accumulation of power; through these and other processes, brokerage can exacerbate existing inequalities. In this review, we make the case for elevating the concept of brokerage to a more prominent place in the sociological canon. Brokerage's significance stems from its potential for macro-level consequences, which are revealed primarily through its impact on the permeability of group boundaries. However, because brokerage is built from informal, personal relationships, understanding it requires close attention to micro-level relations and social psychological processes.",,,,,,,,,,,,,,,,,0360-0572,,978-0-8243-2238-0,,,,2012,38,,,,,,139,158,,10.1146/annurev-soc-081309-150054,,,,,,,WOS:000307962400007,,,,,
J,"LIN, N; WOELFEL, MW; LIGHT, SC",,,,"LIN, N; WOELFEL, MW; LIGHT, SC",,,THE BUFFERING EFFECT OF SOCIAL SUPPORT SUBSEQUENT TO AN IMPORTANT LIFE EVENT,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-1465,2150-6000,,,,,1985,26,3,,,,,247,263,,10.2307/2136756,,,,,,,WOS:A1985ATK2500007,4067240,,,,
J,"Astone, NM; Nathanson, CA; Schoen, R; Kim, YJ",,,,"Astone, NM; Nathanson, CA; Schoen, R; Kim, YJ",,,"Family demography, social theory, and investment in social capital",POPULATION AND DEVELOPMENT REVIEW,,,,,,,,,,,,"The analytic models used by family demographers would be strengthened by the concept of social capital, placed in the context of social exchange theory. Using that concept to designate resources that emerge from social ties, the authors advance five propositions: 1) social capital is a multidimensional attribute of an individual; 2) the dimensions of social capital are the number of relationships a person has, their quality (strength), and the resources available through those relationships; 3) group membership and interaction facilitate the development of social capital; 4) the structural properties of groups influence the development of social capital; and 5) the acquisition and maintenance of social capital is a major motivator of human behavior. The formation of sexual partnerships, the birth and rearing of children, and both intragenerational and intergenerational transfers constitute major forms of investment in social capital in virtually all societies.",,,,,,,,,,,,,,,,,0098-7921,1728-4457,,,,MAR,1999,25,1,,,,,1,+,,10.1111/j.1728-4457.1999.00001.x,,,,,,,WOS:000080061500001,,,,,
J,"Munch, A; McPherson, JM; SmithLovin, L",,,,"Munch, A; McPherson, JM; SmithLovin, L",,,"Gender, children, and social contact: The effects of childrearing for men and women",AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,"We investigate the impact of childrearing on men's and women's social networks, using a probability sample of residents of 10 Great Plains towns. Data support the hypotheses that social network size, contact volume, and composition vary with the age of the youngest child in a family. Childrearing reduces women's network size and contact volume, while it alters the composition of men's networks. Effects are most pronounced when the youngest child is around three years old. These results suggest the possibility that sex differences in structural location (in the sense of embeddedness in social networks) explain sex differences in outcomes over the life course. The gender-specific effects of this life stage may accrue because childrearing places men and women in separate social worlds; childbearing and childrearing thus may be a crucial phase in the process by which gender differences are created and maintained.",,,,,,,,,,,,,,,,,0003-1224,,,,,AUG,1997,62,4,,,,,509,520,,10.2307/2657423,,,,,,,WOS:A1997XQ25400001,,,,,
