PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Rudy, IA",,,,"Rudy, IA",,,A critical review of research on electronic mail,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,,,,,,,,,,,,"This paper reviews the literature on email (including computer conferencing) and discusses the most important current issues in the field. Though it will be of interest to researchers working specifically in the email field, it is intended mainly as a summary for IS researchers in other areas. Email research is part of a wider field, computer-mediated communication (CMC), which includes some areas not covered here, such as the Internet, video conferencing and EDI. Most research on email has concerned itself with the issues of media choice and media effects. Despite a great deal of published work though, the field still has an unsatisfactory, piecemeal feel to it. Much of the work that has been published is unsatisfactory in being based upon unrealistic, laboratory-like simulations, and a positivist epistemology. Most of the work concerns the use of email and the effects of using email on individuals and groups; little has been done on the effects at an organizational level. The paper concludes with some suggestions for future avenues of research.",,,,,,,,,,,,,,,,,0960-085X,,,,,FEB,1996,4,4,,,,,198,213,,10.1057/ejis.1996.2,,,,,,,WOS:A1996UA00900002,,,,,
J,"Tamjidyamcholo, A; Bin Baba, MS; Shuib, NLM; Rohani, VA",,,,"Tamjidyamcholo, Alireza; Bin Baba, Mohd Sapiyan; Shuib, Nor Liyana Mohd; Rohani, Vala Ali",,,Evaluation model for knowledge sharing in information security professional virtual community,COMPUTERS & SECURITY,,,,,,,,,,,,"Knowledge sharing has been proven to have affirmative effects on both the education and business sectors. Nevertheless, many professional virtual communities (PVC) have failed due to reasons, such as the low willingness of members to share knowledge with other members. In addition, it is not explicitly evident whether knowledge sharing in information security is able to reduce risk. To date, there have been relatively few empirical studies concerning the effects of knowledge sharing and its capability to reduce risk in information security communities. This paper proposes a model that is composed of two main parts. The first part is the Triandis theory, which is adapted to understand and foster the determinants of knowledge sharing behavior in PVCs. The second part explores the quantitative relationship between knowledge sharing and security risk reduction expectation. One hundred and forty-two members from the LinkedIn information security groups participated in this study. PLS analysis shows that perceived consequences, affect, and facilitating conditions have significant effects on knowledge sharing behavior. In contrast, social factors have shown insignificant effects on knowledge sharing behavior in information security communities. The results of the study demonstrate that there is a positive and strong relationship between knowledge sharing behavior and information security risk reduction expectation. (C) 2014 Elsevier Ltd. All rights reserved.",,,,"Mohd Shuib, Nor Liyana/M-8698-2013","Mohd Shuib, Nor Liyana/0000-0002-7907-0671",,,,,,,,,,,,0167-4048,1872-6208,,,,JUN,2014,43,,,,,,19,34,,10.1016/j.cose.2014.02.010,,,,,,,WOS:000337014000003,,,,,
J,"Hemsley, J; Mason, RM",,,,"Hemsley, Jeff; Mason, Robert M.",,,Knowledge and Knowledge Management in the Social Media Age,JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,,,,,,,,,,,,"Social media comprise the set of tools identified as blogs, wikis, and other social networking platforms that enable people to connect, communicate, and collaborate. These tools create a dynamic, complex information infrastructure that enables easier, faster, and more widespread sharing of information. These affordances make possible phenomena such as viral processes, and they can change how we are able to work and organize. This article explores the impact of this emerging knowledge ecosystem (KE) on some prominent characteristics of knowledge and knowledge management (KM) models through an exploratory critical review of popular epistemological perspectives and conceptual foundations underlying KM models. We find that this emerging KE requires a revisiting of both the social aspects of knowledge creation and some popular notions of enterprise knowledge management.",,,,"Hemsley, Jeff/O-8012-2016","Hemsley, Jeff/0000-0001-9276-6983",,,,,,,,,,,,1091-9392,1532-7744,,,,Jan 1,2013,23,1-2,,,SI,,138,167,,10.1080/10919392.2013.748614,,,,,,,WOS:000315585300007,,,,,
J,"Agosto, DE; Abbas, J; Naughton, R",,,,"Agosto, Denise E.; Abbas, June; Naughton, Robin",,,Relationships and social rules: Teens' social network and other ICT selection practices,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,"The issue of how teens choose social networks and information communication technologies (ICT's) for personal communication is complex. This study focused on describing how U.S. teens from a highly technological suburban high school select ICT's for personal communication purposes. Two research questions guided the study: (a) What factors influence high school seniors selection of online social networks and other ICT's for everyday communication? (b) How can social network theory (SNT) help to explain how teens select online social networks and other ICT's for everyday communication purposes? Using focus groups, a purposive sample of 45 teens were asked to discuss (a) their preferred methods for communicating with friends and family and why, (b) the reasons why they chose to engage (or not to engage) in online social networking, (c) how they selected ICT's for social networking and other communication purposes, and (d) how they decided whom to accept as online friends. Findings indicated that many factors influenced participants ICT selection practices including six major categories of selection factors: relationship factors, information/communication factors, social factors, systems factors, self-protection factors, and recipient factors. SNT was also helpful in explaining how friendship was a major determining factor in their communication media and platform choices.",,,,,,,,,,,,,,,,,1532-2882,1532-2890,,,,JUN,2012,63,6,,,,,1108,1124,,10.1002/asi.22612,,,,,,,WOS:000304133900004,,,,,
J,"Hsiao, CC; Chiou, JS",,,,"Hsiao, Cheng-Chieh; Chiou, Jyh-Shen",,,"The effects of a player's network centrality on resource accessibility, game enjoyment, and continuance intention: A study on online gaming communities",ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS,,,,,,,,,,,,"This study applies social capital theory to investigate how a player's network centrality in an online gaming community (i.e., a guild) affects his/her attitude and continuance intention toward a Massive Multiplayer Online Game (MMOG). Analysis of 347 usable responses shows that players' network centrality has a negative impact on their ties to players who belong to other guilds (i.e., non-guild interaction), but a positive effect on players' access to resources. However, players' network centrality fails to increase their perceived game enjoyment directly. Players' resource accessibility and perceived game enjoyment play mediating roles in the relationship between network centrality and attitude toward playing an MMOG, which in turn influences game continuance intention. The results also show that although players' non-guild interaction is negatively related to their resource accessibility from the networks, it is positively associated with perceived game enjoyment. The article concludes with implications and limitations of the study. (C) 2011 Elsevier B.V. All rights reserved.",,,,,"CHIOU, JYH-SHEN/0000-0002-2023-2664",,,,,,,,,,,,1567-4223,1873-7846,,,,JAN-FEB,2012,11,1,,,SI,,75,84,,10.1016/j.elerap.2011.10.001,,,,,,,WOS:000300524400008,,,,,
J,"Shu, WL; Chuang, YH",,,,"Shu, Wesley; Chuang, Yu-Hao",,,The perceived benefits of six-degree-separation social networks,INTERNET RESEARCH,,,,,,,,,,,,"Purpose - This research seeks to focus on the benefits of socaial networking services(SNS) based on the principle of six degreess of separation. Since the inception of web 2.0 the popularity of social networks (SNS) has continued to increase. Some SNS are based on six degreess of separation (6SNS), and these have emerged as the most frequently visited WWW sites. Design/methodology/approach - Using a randomized control group pre-test-post-test experimental design, responses to a questionaire to test the differences among 6SNS users and non-users on 12 issues of benefit were analyzed. Findings - The tests show, first, that, compared with traditional virtual communities, SNS evoke higher ratings for ""trust in website,"" ""trust in other members,"" and ""quality of friends."" Second, SNS can provide users with entertainment and greater social involvement. People who use these sites express postive attitudes about them. Third, no significant differences were found between SNS and traditional internet media on ""meeting new friends,"" ""maintaining relationships,"" ""searching for friends,"" ""searching for information,"" and ""understanding and learning."" These results can be attributed to language differences. Originality/value - The value of 6SNS is recognized by the business world. In October 2007, Microsoft invested $240 million to buy 1.6 percent shares of Facebook. Today Facebook alone has more than 300 million users. In addition to the perspective from the business world, how the users themselves view 6SNS and what benefits they can get are crucial to its sustainability.",,,,,,,,,,,,,,,,,1066-2243,,,,,,2011,21,1,,,,,26,45,,10.1108/10662241111104866,,,,,,,WOS:000303030100002,,,,,
J,"Sun, PG; Gao, L; Yang, Y",,,,"Sun, Peng Gang; Gao, Lin; Yang, Yang",,,Maximizing modularity intensity for community partition and evolution,INFORMATION SCIENCES,,,,,,,,,,,,"Most previous studies of community partition have often focused on the network topology, the topology and link weights are in fact closely associated with each other for community formation in complex networks. This paper proposes a function-modularity intensity, a variation of modularity density (D-value) for evaluating the cohesiveness of a community, which considers links between vertices as well as link weights. The results showed that maximizing the modularity intensity not only can resolve the resolution limits problem, but also achieve better performance for community partition. To further evaluate the function and clarify the weight-topology correlation with communities, we give a simple model to simulate the topology and link weights development for community evolution, and use the modularity intensity to capture communities of networks in each step of this process. In this model, a network is treated as a fuzzy relation, and two operations of the fuzzy relation are used to make the link weights stronger and weaker respectively with the growth of the network in each evolutionary step. By simulation experiments, we found that in the model the modularity intensity catches communities of networks that undergo a gradual transition from faintness to clearness. Our model also reproduces the finding of Granovetter that strong links are confined mainly in tight communities and the links between communities are predominantly weak. From the results above, we believe that the modularity intensity gives a more comprehensive evaluation for communities, and by studying the weight-topology correlation, this model provides a new view for community evolution. (C) 2013 Elsevier Inc. All rights reserved.",,,,,,,,,,,,,,,,,0020-0255,1872-6291,,,,Jul 1,2013,236,,,,,,83,92,,10.1016/j.ins.2013.02.032,,,,,,,WOS:000318747800006,,,,,
J,"Junglas, I; Goel, L; Abraham, C; Ives, B",,,,"Junglas, Iris; Goel, Lakshmi; Abraham, Chon; Ives, Blake",,,The Social Component of Information Systems-How Sociability Contributes to Technology Acceptance,JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS,,,,,,,,,,,,"The adoption of information systems is often explained in terms of usefulness and ease of use. Lately, researchers have begun to recognize that a hedonic streak in human beings provides a further contributing factor in the adoption and acceptance of information systems. Embedded in this streak is a broader social aspect that incorporates not only the solitary, individual pleasure one gets from using the system, but also a pleasure that one gets from interacting and socializing with others through the system. This becomes particularly evident in virtual environments that support high levels of interaction with others and with artifacts embedded in an immersive context. By drawing on IS theories of technology acceptance and IS success, and on theories of social interaction from evolutionary psychology, activity theory, situated action, and distributed cognition, we test the construct of sociability and its antecedents in Second Life-a popular virtual environment. Our results support that, in addition to an information and system component, a social component contributes to IS usage.",,,,"Ives, Blake/R-5772-2019",,,,,,,,,,,,,1536-9323,1558-3457,,,,,2013,14,10,,,,,585,616,,,,,,,,,WOS:000327545500002,,,,,
J,"Balaji, MS; Khong, KW; Chong, AYL",,,,"Balaji, M. S.; Khong, Kok Wei; Chong, Alain Yee Loong",,,Determinants of negative word-of-mouth communication using social networking sites,INFORMATION & MANAGEMENT,,,,,,,,,,,,"At present, as customers often turn to social media platforms to share their service experience, this study aims to examine the determinants of their negative word-of-mouth communication using social networking sites following a service failure. Although many studies have examined the electronic word-of-mouth communication, studies on negative word-of-mouth communication using social media platforms remain sparse. Building on the cognitive dissonance theory and social support theory, this study proposes and empirically examines the role of contextual, individual and social networking factors in determining the customers' intentions to engage in negative word-of-mouth communication using social networking sites. Self-reported retrospective survey was used to obtain responses from 206 online shoppers. The results of the structural equation modelling showed that feeling of injustice, firm attribution, firm image, face concern, reappraisal, use intensity and tie strength are key antecedents of negative word-of-mouth communication. The findings provide valuable insights for managers in developing effective Webcare interventions for negative word-of-mouth communication on social networking sites. (C) 2016 Elsevier B.V. All rights reserved.",,,,"Khong, Kok Wei/N-3992-2019","Khong, Kok Wei/0000-0003-2603-1545; Chong, Alain/0000-0002-0881-1612; Balaji, Makam/0000-0002-6003-7644",,,,,,,,,,,,0378-7206,1872-7530,,,,JUN,2016,53,4,,,,,528,540,,10.1016/j.im.2015.12.002,,,,,,,WOS:000376701500010,,,,,
J,"Srinivasan, R",,,,"Srinivasan, Ramesh",,,Ethnomethodological architectures: Information systems driven by cultural and community visions,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,"As networked digital systems are rapidly created and deployed, social, cultural, and community-focused issues are often neglected. Indeed much research has focused on the ""effects"" these systems hold, rather than viewing systems as tools to be designed given an understanding of sociocultural context. Acknowledging the cultural practices and belief systems of a set of users may allow systems to be more effectively created and deployed into particular contexts. Emerging research in community information systems and archives has highlighted possible interactions between system design and ethnographic research. These bridges include understanding how communities can begin (1) to create content for their own information systems, (2) to design the database architectures, and (3) to integrate systems within community infrastructures. In this article, I allude to several cultural criticisms that accompany the global proliferation of information technologies. These criticisms can be answered by research that focuses on developing systems based on ethnographic insights. Specifically, I present the research example of Tribal Peace, a cultural information system designed for and by community members of the 19 Native American reservations of San Diego County (California, United States). This case has demonstrated the potential for a community to create an information system that satisfies its own priorities. This precedent points to the need for further research that investigates this convergence.",,,,,,,,,,,,,,,,,1532-2882,,,,,MAR,2007,58,5,,,,,723,733,,10.1002/asi.20544,,,,,,,WOS:000246379700008,,,,,
J,"Wang, ETG; Ying, TC; Jiang, JJ; Klein, G",,,,"Wang, ETG; Ying, TC; Jiang, JJ; Klein, G",,,Group cohesion in organizational innovation: An empirical examination of ERP implementation,INFORMATION AND SOFTWARE TECHNOLOGY,,,,,,,,,,,,"I-Enterprise Resource Planning systems present unique difficulties ill implementation in that they typically involve changes to the entire organization and are a novel application for the organization. These characteristics add to the importance of making groups more cohesive in their goals, commitment, and ability to work toward completion of the new system Project. Such cohesiveness is built partly through the willingness of the learn members to participate and commitment to learning the new system. To determine if these relationships hold, a survey of users and managers in Taiwan was conducted to test a model derived from social capital theory. The data support the positive relationships between group cohesion and both willingness to participate and commitment to learning. Group cohesion is likewise positively related to meeting management goals. Resources within an organization should support the climate of learning and the building of team participation. (c) 2005 published by Elsevier B.V.",,,,"江, 俊毅/N-6899-2018",,,,,,,,,,,,,0950-5849,1873-6025,,,,APR,2006,48,4,,,,,235,244,,10.1016/j.infsof.2005.04.006,,,,,,,WOS:000236427800002,,,,,
J,"Choi, YK; Seo, Y; Yoon, S",,,,"Choi, Yung Kyun; Seo, Yuri; Yoon, Sukki",,,"E-WOM messaging on social media Social ties, temporal distance, and message concreteness",INTERNET RESEARCH,,,,,,,,,,,,"Purpose - The purpose of this paper is to explore the intentions to share electronic word-of-mouth (E-WOM) messages on social media websites depending on tie strength, perceptions of temporal distance and the concreteness of promotional messages. Design/methodology/approach - A 2 x 2 x 2 mixed design is used. Temporal distance (near vs distant) and message concreteness (text vs picture) are between-subjects factors; sharing intentions (close friends vs general public) is a within-subjects factor. Findings - Findings indicate that consumers are more likely to share promotional messages with their strong rather than weak ties. If they perceive that purchases will occur soon, concrete promotional messages will more strongly motivate them to share the message with their friends. However, if they perceive that purchases will occur in the distant future, abstract messages are more motivating. The difference occurs because construal-level theory is more effective among strong E-WOM ties. Originality/value - By studying senders' perspectives, the authors make a new theoretical and practical contribution to the emerging literature on E-WOM communication. Specifically, the authors show how senders are persuaded to share information with their strong- or weak-tie audiences according to the concreteness of a message and temporal distance. The authors add construal-level theory and advertising message processing to the domain of E-WOM and social ties research.",,,,"Seo, Yuri/B-7702-2014","Seo, Yuri/0000-0003-0463-4708",,,,,,,,,,,,1066-2243,,,,,,2017,27,3,,,,,495,505,,10.1108/IntR-07-2016-0198,,,,,,,WOS:000404807700002,,,,,
J,"Pilerot, O",,,,"Pilerot, Ola",,,"LIS research on information sharing activities - people, places, or information",JOURNAL OF DOCUMENTATION,,,,,,,,,,,,"Purpose - The purpose of this article is to investigate and critically examine conceptualisations of information sharing activities in a selection of library and information science (LIS) literature. Design/methodology/approach - In order to explore how LIS researchers define the concept of information sharing, and how the concept is connected with theory, empirical material and other supporting concepts, a literature review and a conceptual meta-analysis was carried out on 35 papers and one monograph. The analysis was based on Waismann's concept of open texture, Wittgenstein's notion of language games and the concept of meaning holism. Findings - Six theoretical frameworks were identified. These are not found to be incommensurable, but can be used as building blocks for an integrative framework. Ambiguous conceptualisations are frequent. Different conceptualisations tend to emphasize different aspects of information sharing activities: that which is shared; those who are sharing; and the location in which the sharing activities take place. The commonalities of the people involved in information sharing activities are often seen as a ground for the development of information sharing practices. Practical implications - The findings provide a guide for future research which intends to explore activities of information sharing. Originality/value - The article offers a systematic review of recent LIS literature on information sharing, and extends the theoretical base for information sharing research.",,,,,"Pilerot, Ola/0000-0002-8636-9241",,,,,,,,,,,,0022-0418,1758-7379,,,,,2012,68,4,,,,,559,581,,10.1108/00220411211239110,,,,,,,WOS:000308836300008,,,,,
S,"Palla, G; Pollner, P; Barabasi, AL; Vicsek, T",,"Gross, T; Sayama, H",,"Palla, Gergely; Pollner, Peter; Barabasi, Albert-Laszlo; Vicsek, Tamas",,,Social Group Dynamics in Networks,"ADAPTIVE NETWORKS: THEORY, MODELS AND APPLICATIONS",Understanding Complex Systems Springer Complexity,,,,,,,,,,,"The rich set of interactions between individuals in the society results in complex community structure, capturing highly connected circles of friends, families, or professional cliques in a social network. Due to the frequent changes in the activity and communication patterns of individuals, the associated social and communication network is subject to constant evolution. The cohesive groups of people in Such networks can grow by recruiting new members, or contract by loosing members; two (or more) groups may merge into a single community, while a large enough social group can split into several smaller ones; new communities are born and old ones may disappear. We discuss a new algorithm based on a clique percolation technique, that allows to investigate in detail the time dependence of communities on a large scale and as such, to uncover basic relationships of the statistical features of community evolution. According to the results, the behaviour of smaller collaborative or friendship circles and larger communities, e.g., institutions show significant differences. Social groups containing only a few members persist longer on average when the fluctuations of the members is small. In contrast, we find that the condition for stability for large communities is continuous changes in their membership, allowing for the possibility that after some time practically all members are exchanged.",,,,"Palla, Gergely/S-3079-2019; Pollner, Peter/N-3975-2016","Palla, Gergely/0000-0002-3406-4200; Pollner, Peter/0000-0003-0464-4893",,,,,,,,,,,,1860-0832,,978-3-642-01283-9,,,,2009,,,,,,,11,38,,10.1007/978-3-642-01284-6_2,10.1007/978-3-642-01284-6,,,,,,WOS:000269796600002,,,,,
J,"Kostakos, V; O'Neill, E; Penn, A; Roussos, G; Papadongonas, D",,,,"Kostakos, Vassilis; O'Neill, Eamonn; Penn, Alan; Roussos, George; Papadongonas, Dikaios",,,"Brief Encounters: Sensing, Modeling and Visualizing Urban Mobility and Copresence Networks",ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION,,,,,,,,,,,,"Moving human-computer interaction off the desktop and into our cities requires new approaches to understanding people and technologies in the built environment. We approach the city as a system, with human, physical and digital components and behaviours. In creating effective and usable urban pervasive computing systems, we need to take into account the patterns of movement and encounter amongst people, locations, and mobile and fixed devices in the city. Advances in mobile and wireless communications have enabled us to detect and record the presence and movement of devices through cities. This article makes a number of methodological and empirical contributions. We present a toolkit of algorithms and visualization techniques that we have developed to model and make sense of spatial and temporal patterns of mobility, presence, and encounter. Applying this toolkit, we provide an analysis of urban Blue-tooth data based on a longitudinal dataset containing millions of records associated with more than 70000 unique devices in the city of Bath, UK. Through a novel application of established complex network analysis techniques, we demonstrate a significant finding on the relationship between temporal factors and network structure. Finally, we suggest how our understanding and exploitation of these data may begin to inform the design and use of urban pervasive systems.",,,,"Kostakos, Vassilis/AAC-3115-2019; Kostakos, Vassilis/G-8997-2011","Kostakos, Vassilis/0000-0003-2804-6038; Kostakos, Vassilis/0000-0003-2804-6038; O'Neill, Eamonn/0000-0002-1637-458X",,,,,,,,,,,,1073-0516,,,,,MAR,2010,17,1,,,,,,,2,10.1145/1721831.1721833,,,,,,,WOS:000276843300002,,,,,
B,"Cummings, JN; Kiesler, S",,,ACM,"Cummings, Jonathon N.; Kiesler, Sara",,,Who Collaborates Successfully? Prior Experience Reduces Collaboration Barriers in Distributed Interdisciplinary Research,"CSCW: 2008 ACM CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK, CONFERENCE PROCEEDINGS",,,,,ACM Conference on Computer Supported Cooperative Work,"NOV 08-12, 2008","San Diego, CA","ACM, ACM SIGCHI",,,,"Two recent studies of over 500 interdisciplinary research projects have documented comparatively poor outcomes of more distributed projects and the failed coordination mechanisms that partly account for these problems. In this paper we report results of an analysis of dyadic data from the most recent of these studies. The question we asked is, ""Does prior experience with a collaborator reduce the barriers of distance or interdisciplinarity?"" Analyses of 3911 pairs of collaborators found an answer: ""In part, yes!"" A prior project with a collaborator predicts greater strength of a current collaborative work tie. Prior experience also reduces the negative impact of distance and disciplinary differences. We discuss the implications of these results for CSCW, given the lack of evidence that today's technology eliminates collaboration barriers in distributed research.",,,,,,,,,,,,,,,,,,,978-1-60558-007-4,,,,2008,,,,,,,437,+,,,,,,,,,WOS:000265978000054,,,,,
S,"Habiba; Yu, YT; Berger-Wolf, TY; Saia, J",,"Giles, L; Smith, M; Yen, J; Zhang, HZ",,"Habiba; Yu, Yintao; Berger-Wolf, Tanya Y.; Saia, Jared",,,Finding Spread Blockers in Dynamic Networks,ADVANCES IN SOCIAL NETWORK MINING AND ANALYSIS,Lecture Notes in Computer Science,,,,2nd International Workshop on Social Network Analysis (SNAKDD 2008),"AUG 24-27, 2008","Las Vegas, NV",,,,,"Social interactions are conduits for various processes spreading through a population, horn tumors and opinions to behaviors and diseases In the context of the spread of a disease or undesirable behavior, it is important to Identify blockers individuals that are most effective in stopping or slowing down the spread of a process through the population This problem has so far resisted systematic algorithmic solutions In an effort to formulate practical solutions; in this paper we ask. Are there structural network measures that are indicative of the best blockers in dynamic social networks? Our contribution is two-fold First, we extend standard structural network measures to dynamic networks Second, we compare the blocking ability of individuals in the order of ranking by the new dynamic measures We found that overall, simple ranking according to a node's static degree, or the dynamic version of a node's degree, performed consistently well Surprisingly the dynamic clustering coefficient seems to be a good indicator, while its static version performs worse than the random ranking This provides simple practical and locally computable algorithms for identifying key blockers in a network",,,,,"Berger-Wolf, Tanya/0000-0001-7610-1412",,,,,,,,,,,,0302-9743,1611-3349,978-3-642-14928-3,,,,2010,5498,,,,,,55,+,,,,,,,,,WOS:000282834900004,,,,,
J,"Yuan, PY; Wang, W; Song, MY",,,,"Yuan, Peiyan; Wang, Wei; Song, Mingyang",,,Ties in Overlapping Community Structures: Strong or Weak?,IEEE ACCESS,,,,,,,,,,,,"In recent years, the identification and application of strong and weak ties in social networks has drawn increasing attention. The traditional definitions of strong ties (with two endpoints in the same community) and weak ties (with two endpoints in different communities) are being challenged by overlapping community structures. Because of their unique nature, the relationships between overlapping nodes and non-overlapping nodes are difficult to classify as strong or weak. In view of this, it is here proposed that the coefficient indicator for overlapping communities was used to redefine node relationships and enable the quantification of strong and weak ties. Next, changes in the quantities of strong and weak ties were analyzed by varying the threshold values of the overlap coefficient. Finally, the effect of weak ties in information dissemination was assessed in overlapping and non-overlapping situations, respectively. Results demonstrated that the overlap coefficient proposed in this paper could better characterize the strong and weak attributes of edges under overlapping community structures.",,,,"Yuan, Peiyan/M-6040-2015","Yuan, Peiyan/0000-0003-0023-1194",,,,,,,,,,,,2169-3536,,,,,,2017,5,,,,,,10012,10016,,10.1109/ACCESS.2017.2710360,,,,,,,WOS:000404270600116,,,,,
J,"Sermpezis, P; Spyropoulos, T",,,,"Sermpezis, Pavlos; Spyropoulos, Thrasyvoulos",,,Understanding the effects of social selfishness on the performance of heterogeneous opportunistic networks,COMPUTER COMMUNICATIONS,,,,,,,,,,,,"In opportunistic networks the majority of communication mechanisms make use of relay nodes for delivering the messages. Any possible unwillingness of the relay nodes to cooperate, can affect gravely the performance of routing protocols and message dissemination techniques. In this paper we propose a framework for analysing cases where the level of cooperation, or the selfishness of nodes, is related to the social ties of the nodes or their mobility patterns. We model selfishness in heterogeneous opportunistic networks and investigate the effect of it in communication performance. Specifically, we analyse and derive expressions for important metrics, namely the message delivery delay, the average power consumption and the message delivery probability. We demonstrate the applicability of our results in various application scenarios and validate their accuracy with simulations on both synthetic and real-world networks. (C) 2014 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0140-3664,1873-703X,,,,Jul 15,2014,48,,,,SI,,71,83,,10.1016/j.comcom.2014.03.016,,,,,,,WOS:000337883200007,,,,,
J,"Hersberger, JA; Murray, AL; Rioux, KS",,,,"Hersberger, Julia A.; Murray, Adam L.; Rioux, Kevin S.",,,Examining information exchange and virtual communities: an emergent framework,ONLINE INFORMATION REVIEW,,,,,,,,,,,,"Purpose-The purpose of this paper is to present an emergent conceptual framework for examining virtual communities. Design/methdodology/approach-Established theories and models of community, social networks, information exchange, and information sharing behaviours are explored with the goal of determining their usefulness in conceptualising virtual communities. Findings-Explored theories and models are inter-related and expanded to form a tiered conceptual framework for examining virtual communities. This framework also acknowledges the affective contexts in which virtual communities operate. Practical implications-The presented conceptual framework may inform information professionals tasked with creating, maintaining, and improving corporate, educational, research, and other information systems. It may also be of use to researchers who seek to build theory that attempts to explain phenomena observable in virtual communities. Originality/value-In contrast to models and frameworks which focus on analysing individual components and attributes of virtual communities, the presented framework provides a holistic starting point for understanding inter-related structural, cognitive, behavioural and affective dimensions of online communities.",,,,,"Murray, Adam/0000-0002-6294-2031",,,,,,,,,,,,1468-4527,1468-4535,,,,,2007,31,2,,,,,135,147,,10.1108/14684520710747194,,,,,,,WOS:000246892600003,,,,,
J,"Girolami, M; Chessa, S; Caruso, A",,,,"Girolami, Michele; Chessa, Stefano; Caruso, Antonio",,,On service discovery in mobile social networks: Survey and perspectives,COMPUTER NETWORKS,,,,,,,,,,,,"Mobile social networks represent a convergence between mobile communications and service-oriented paradigms, which are supported by the large availability and heterogeneity of resources and services offered by recent mobile devices. In particular, the service-oriented nature of MSN is in the capability of sharing resources and services among devices that lie in proximity and that opportunistically interact. Service discovery is thus of primary importance to sustain the most intimate mechanisms of MSN. Despite of their centrality, studies on service discovery in MSN are still in their youth. We contribute to frame the results achieved so far and to identify some possible perspectives of the research in this field, by giving a transversal review of the scientific outcomes in the different steps of service discovery, namely advertisement, query, selection and access. (C) 2015 Elsevier B.V. All rights reserved.",,,,,"Chessa, Stefano/0000-0002-1248-9478; Caruso, Antonio Mario/0000-0002-6907-6527; GIROLAMI, MICHELE/0000-0002-3683-7158",,,,,,,,,,,,1389-1286,1872-7069,,,,Sep 9,2015,88,,,,,,51,71,,10.1016/j.comnet.2015.06.006,,,,,,,WOS:000359890200005,,,,,
J,"Wu, H; Gordon, M; DeMaagd, K; Fan, WG",,,,"Wu, H; Gordon, M; DeMaagd, K; Fan, WG",,,Mining web navigations for intelligence,DECISION SUPPORT SYSTEMS,,,,,,,,,,,,"The Internet is one of the fastest growing areas of intelligence gathering. We present a statistical approach, called principal clusters analysis, for analyzing millions of user navigations on the Web. This technique identifies prominent navigation clusters on different topics. Furthermore, it can determine information items that are useful starting points to explore a topic, as well as key documents to explore the topic in greater detail. Trends can be detected by observing navigation prominence over time. We apply this technique on a large popular website. The results show promise in web intelligence mining. (c) 2004 Elsevier B.V. All rights reserved.",,,,"Fan, Weiguo/E-6343-2012","Fan, Weiguo/0000-0003-1272-5538",,,,,,,,,,,,0167-9236,1873-5797,,,,MAR,2006,41,3,,,,,574,591,,10.1016/j.dss.2004.06.011,,,,,,,WOS:000236016200003,,,,,
