PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Venkatesh, V; Sykes, TA",,,,"Venkatesh, Viswanath; Sykes, Tracy Ann",,,Digital Divide Initiative Success in Developing Countries: A Longitudinal Field Study in a Village in India,INFORMATION SYSTEMS RESEARCH,,,,,,,,,,,,"Digital divide initiatives in developing countries are an important avenue for the socioeconomic advancement of those countries. Yet little research has focused on understanding the success of such initiatives. We develop a model of technology use and economic outcomes of digital divide initiatives in developing countries. We use social networks as the guiding theoretical lens because it is well suited to this context, given the low literacy, high poverty, high collectivism, and an oral tradition of information dissemination in developing countries. We test our model with longitudinal data gathered from 210 families in a rural village in India in the context of a digital divide initiative. As theorized, we found that the social network constructs contributed significantly to the explanation of technology use (R-2 = 0.39). Also as we predicted, technology use partially mediated the effect of social network constructs on economic outcomes (R-2 = 0.47). We discuss implications for theory and practice.",,,,,,,,,,,,,,,,,1047-7047,1526-5536,,,,JUN,2013,24,2,,,,,239,260,,10.1287/isre.1110.0409,,,,,,,WOS:000319861400003,,,,,
J,"Chen, WH",,,,"Chen, Wenhong",,,The Implications of Social Capital for the Digital Divides in America,INFORMATION SOCIETY,,,,,,,,,,,,"The existing literature is oriented toward examining how Internet access and use may affect social capital. The role of social capital in narrowing the digital divides has been frequently mentioned but few studies have empirically examined how various types of social capital may affect people's access and use of the Internet. Drawing on a two-wave national panel data set, this article aims to fill this gap. Results demonstrate that social capital facilitates Internet access and use. In particular resource-rich bonding social capital helps overcome the digital divides in access, general use, and online communication. Before the Internet can revitalize social capital, there must be the right social capital in place to close the digital divides. Highlighting the relationship between social connectivity and digital connectivity, the findings have important implications for policymakers and practitioners.",,,,,,,,,,,,,,,,,0197-2243,1087-6537,,,,Jan 1,2013,29,1,,,,,13,25,,10.1080/01972243.2012.739265,,,,,,,WOS:000313619200002,,,,,
J,"Zhang, XJ; Venkatesh, V",,,,"Zhang, Xiaojun; Venkatesh, Viswanath",,,EXPLAINING EMPLOYEE JOB PERFORMANCE: THE ROLE OF ONLINE AND OFFLINE WORKPLACE COMMUNICATION NETWORKS,MIS QUARTERLY,,,,,,,,,,,,"By distinguishing between employees' online and offline workplace communication networks, this paper incorporates technology into social network theory to understand employees' job performance. Specifically, we conceptualize network ties as direct and indirect ties in both online and offline workplace communication networks, thus resulting in four distinct types of ties. We theorize that employees' ties in online and offline workplace communication networks are complementary resources that interact to influence their job performance. We found support for our model in a field study among 104 employees in a large telecommunication company. The paper concludes with theoretical and practical implications.",,,,,,,,,,,,,,,,,0276-7783,,,,,SEP,2013,37,3,,,,,695,+,,10.25300/MISQ/2013/37.3.02,,,,,,,WOS:000329756000003,,,,,
J,"Jansen, D; von Gortz, R; Heidler, R",,,,"Jansen, Dorothea; von Goertz, Regina; Heidler, Richard",,,Knowledge production and the structure of collaboration networks in two scientific fields,SCIENTOMETRICS,,,,,,,,,,,,"In this paper the relationship between knowledge production and the structure of research networks in two scientific fields is assessed. We investigate whether knowledge production corresponds positively or negatively with different types of social network structure. We show that academic fields generate knowledge in different ways and that within the fields, different types of networks act as a stimulant for knowledge generation.",,,,"Heidler, Richard/AAC-6563-2019","Heidler, Richard/0000-0002-4534-4195",,,,,,,,,,,,0138-9130,1588-2861,,,,APR,2010,83,1,,,,,219,241,,10.1007/s11192-009-0022-1,,,,,,,WOS:000275417400014,,,,,
J,"Whelan, E; Collings, DG; Donnellan, B",,,,"Whelan, Eoin; Collings, David G.; Donnellan, Brian",,,Managing talent in knowledge-intensive settings,JOURNAL OF KNOWLEDGE MANAGEMENT,,,,,,,,,,,,"Purpose - This paper seeks to explore the processes and channels through which valuable knowledge from outside the firm reaches those employees who can exploit that knowledge for innovative purposes. It seeks to identify the specific talents exhibited by the key individuals involved in facilitating these important knowledge flows. It also aims to detail the interventions which management can adopt to harness knowledge flow talents. Design/methodology/approach - The methodology used was a single case study of a medical devices R&D group, incorporating social network analysis and semi-structured interviews. Findings - It was found that it is now rare for a single individual to possess all the talents necessary to effectively acquire and disseminate external knowledge. Owing to the prevalence of information and communication technologies, a small number of uniquely skilled individuals specialize in acquiring valuable external knowledge, while an altogether different set of individuals specialize in disseminating that knowledge internally Originality/value - There is a dearth of literature in the knowledge management field directed towards understanding how the unique talents of those employees who are integral components of knowledge networks can be harnessed. Building on concepts of talent management and the technological gatekeeper, the specific talents exhibited by these individuals are explored. Then some organizational level interventions are pointed up, which can facilitate knowledge-intensive organizations in fully exploiting their resources to maximize innovative capabilities.",,,,"Collings, David/C-2763-2009; Wang, Charles/B-5565-2011","Collings, David/0000-0003-1252-7080; Wang, Charles/0000-0001-9331-8437; donnellan, brian/0000-0002-0286-5169",,,,,,,,,,,,1367-3270,,,,,,2010,14,3,,,,,486,504,,10.1108/13673271011050175,,,,,,,WOS:000280678500010,,,,,
J,"Sundararajan, A; Provost, F; Oestreicher-Singer, G; Aral, S",,,,"Sundararajan, Arun; Provost, Foster; Oestreicher-Singer, Gal; Aral, Sinan",,,"Information in Digital, Economic, and Social Networks",INFORMATION SYSTEMS RESEARCH,,,,,,,,,,,,"Digital technologies have made networks ubiquitous. A growing body of research is examining these networks to gain a better understanding of how firms interact with their consumers, how people interact with each other, and how current and future digital artifacts will continue to alter business and society. The increasing availability of massive networked data has led to several streams of inquiry across fields as diverse as computer science, economics, information systems, marketing, physics, and sociology. Each of these research streams asks questions that at their core involve ""information in networks""-its distribution, its diffusion, its inferential value, and its influence on social and economic outcomes. We suggest a broad direction for research into social and economic networks. Our analysis describes four kinds of investigation that seem most promising. The first studies how information technologies create and reveal networks whose connections represent social and economic relationships. The second examines the content that flows through networks and its economic, social, and organizational implications. A third develops theories and methods to understand and utilize the rich predictive information contained in networked data. A final area of inquiry focuses on network dynamics and how information technology affects network evolution. We conclude by discussing several important crosscutting issues with implications for all four research streams, which must be addressed if the ensuing research is to be both rigorous and relevant. We also describe how these directions of inquiry are interconnected: results and ideas will pollinate across them, leading to a new cumulative research tradition.",,,,,,,,,,,,,,,,,1047-7047,1526-5536,,,,DEC,2013,24,4,,,,,883,905,,10.1287/isre.1120.0472,,,,,,,WOS:000328540100001,,,,,
J,"Stefanone, MA; Kwon, KH; Lackaff, D",,,,"Stefanone, Michael A.; Kwon, Kyounghee Hazel; Lackaff, Derek",,,Exploring the relationship between perceptions of social capital and enacted support online,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,,,,,,,,,,,,"Online social networking sites enable users to connect with large, heterogeneous groups of people. While extant research suggests individuals benefit psychologically from the perception that they are well connected, little is known about the nature of tangible resources embedded in these online networks. In this study 49 participants sent 588 requests for instrumental help to their Facebook friends to determine the accessibility of networked resources and online social capital. Almost 80% of these modest requests went unanswered, and perceived bridging and bonding capital did not explain enacted support. However, people who occupied socially prestigious positions were the most likely to benefit from their friend's help. These results suggest that expansive mediated networks may yield limited instrumental benefits.",,,,,"Lackaff, Derek/0000-0002-8926-5915",,,,,,,,,,,,1083-6101,,,,,JUL,2012,17,4,,,,,451,466,,10.1111/j.1083-6101.2012.01585.x,,,,,,,WOS:000306186500007,,,,,
J,"Stock, WG",,,,"Stock, Wolfgang G.",,,Informational Cities: Analysis and Construction of Cities in the Knowledge Society,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,"Informational cities are prototypical cities of the knowledge society. If they are informational world cities, they are new centers of power. According to Manuel Castells (1989), in those cities space of flows (flows of money, power, and information) tend to override space of places. Information and communication technology infrastructures, cognitive infrastructures (as groundwork of knowledge cities and creative cities), and city-level knowledge management are of great importance. Digital libraries provide access to the global explicit knowledge. The informational city consists of creative clusters and spaces for personal contacts to stimulate sharing of implicit information. In such cities, we can observe job polarization in favor of well-trained employees. The corporate structure of informational cities is made up of financial services, knowledge-intensive high-tech industrial enterprises, companies of the information economy, and further creative and knowledge-intensive service enterprises. Weak location factors are facilities for culture, recreational activities, and consumption. Political willingness to create an informational city and e-governance activities are crucial aspects for the development of such cities. This conceptual article frames indicators which are able to mark the degree of ""informativeness"" of a city. Finally, based upon findings of network economy, we try to explain why certain cities master the transition to informational cities and others (lagging to relative insignificance) do not. The article connects findings of information science and of urbanistics and urban planning.",,,,"White, Howard D/A-7034-2009","Stock, Wolfgang/0000-0003-2697-3225",,,,,,,,,,,,1532-2882,1532-2890,,,,MAY,2011,62,5,,,,,963,986,,10.1002/asi.21506,,,,,,,WOS:000289486100011,,,,,
J,"Chi, L; Ravichandran, T; Andrevski, G",,,,"Chi, Lei; Ravichandran, T.; Andrevski, Goce",,,"Information Technology, Network Structure, and Competitive Action",INFORMATION SYSTEMS RESEARCH,,,,,,,,,,,,"Researchers in competitive dynamics have demonstrated that firms that carry out intense, complex, and heterogeneous competitive actions exhibit better performance. However, there is a need to understand factors that enable firms to undertake competitive actions. In this study, we focus on two antecedents of competitive behavior of firms: (1) access to network resources and (2) use of information technology (IT). We argue that while network structure provides firms with the opportunity to tap into external resources, the extent to which they are actually exploited depends on firms' IT-enabled capability. We develop a theoretical model that examines the relationships between IT-enabled capability, network structure, and competitive action. We test the model using secondary data, about 12 major automakers over 16 years from 1988 to 2003. We find that network structure rich in structural holes has a positive direct effect on firms' ability to introduce a greater number and a wider range of competitive actions. However, the effect of dense network structure is contingent on firms' IT-enabled capability. Firms benefit from dense network structure only when they develop a strong IT-enabled capability. Our results suggest that IT-enabled capability plays both a substitutive role, when firms do not have advantageous access to brokerage opportunities, and a complementary role, when firms are embedded in dense network structure, in the relationship between network structure and competitive actions.",,,,,,,,,,,,,,,,,1047-7047,1526-5536,,,,SEP,2010,21,3,,,,,543,570,,10.1287/isre.1100.0296,,,,,,,WOS:000281924300007,,,,,
J,"Borner, K; Penumarthy, S; Meiss, M; Ke, WM",,,,"Borner, Katy; Penumarthy, Shashikant; Meiss, Mark; Ke, Weimao",,,Mapping the diffusion of scholarly knowledge among major US research institutions,SCIENTOMETRICS,,,,,10th International Conference on Scientometrics and Informetrics,"Jul, 2005","Karolinska Inst, Stockholm, SWEDEN",Int Soc Scientometr & Informetr,Karolinska Inst,,,"This paper reports the results of a large scale data analysis that aims to identify the production, diffusion, and consumption of scholarly knowledge among top research institutions in the United States. A 20-year publication data set was analyzed to identify the 500 most cited research institutions and spatio-temporal changes in their inter-citation patterns. A novel approach to analyzing the dual role of institutions as producers and consumers of scholarly knowledge and to study the diffusion of knowledge among them is introduced. A geographic visualization metaphor is used to visually depict the production and consumption of knowledge. The highest producers and their consumers as well as the highest consumers and their producers are identified and mapped. Surprisingly, the introduction of the Internet does not seem to affect the distance over which scholarly knowledge diffuses as manifested by citation links. The citation linkages between institutions fall off with the distance between them, and there is a strong linear relationship between the log of the citation counts and the log of the distance. The paper concludes with a discussion of these results and future work.",,,,,,,,,,,,,,,,,0138-9130,,,,,DEC,2006,68,3,,,,,415,426,,10.1007/s11192-006-0120-2,,,,,,,WOS:000239300600007,,,,,
J,"Lyytinen, K; Yoo, Y; Boland, RJ",,,,"Lyytinen, Kalle; Yoo, Youngjin; Boland, Richard J., Jr.",,,Digital product innovation within four classes of innovation networks,INFORMATION SYSTEMS JOURNAL,,,,,,,,,,,,"The increased digitization of organizational processes and products poses new challenges for understanding product innovation. It also opens new horizons for information systems research. We analyse how ongoing pervasive digitization of product innovation reshapes knowledge creation and sharing in innovation networks. We argue that advances in digital technologies (1) increase innovation network connectivity by reducing communication costs and increasing its reach and scope and (2) increase the speed and scope of digital convergence, which increases network knowledge heterogeneity and need for integration. These developments, in turn, stretch existing innovation networks by redistributing control and increasing the demand for knowledge coordination across time and space presenting novel challenges for knowledge creation, assimilation and integration. Based on this foundation, we distinguish four types of emerging innovation networks supported by digitalization: (1) project innovation networks; (2) clan innovation networks; (3) federated innovation networks; and (4) anarchic innovation networks. Each network involves different cognitive and social translations - or ways of identifying, sharing and assimilating knowledge. We describe the role of five novel properties of digital infrastructures in supporting each type of innovation network: representational flexibility, semantic coherence, temporal and spatial traceability, knowledge brokering and linguistic calibration. We identify several implications for future innovation research. In particular, we focus on the emergence of anarchic network forms that follow full-fledged digital convergence founded on richer innovation ontologies and epistemologies calling to critically re-examine the nature and impact of modularization for innovation.",,,,,,,,,,,,,,,,,1350-1917,1365-2575,,,,JAN,2016,26,1,,,,,47,75,,10.1111/isj.12093,,,,,,,WOS:000367014800005,,,,,
J,"Swift, M; Balkin, DB; Matusik, SF",,,,"Swift, Michele; Balkin, David B.; Matusik, Sharon F.",,,Goal orientations and the motivation to share knowledge,JOURNAL OF KNOWLEDGE MANAGEMENT,,,,,,,,,,,,"Purpose - The purpose of this paper is to develop a model that takes into account both personal and contextual factors in explaining individuals' motivation to share their knowledge. Design/methodology/approach - Drawing from research on achievement motivation and social exchange, it is posited that goal orientations provide a framework for individuals' knowledge sharing by shaping how they cognitively value the costs and benefits associated with sharing their knowledge. It is argued each of the goal orientations is associated with preferences for sharing specific types of knowledge and is that a focus on different aspects of the knowledge provider-recipient relationship. Research limitations/implications - The model provides a possible explanation for some of the inconsistencies in existing knowledge-sharing research on the factors that motivate knowledge sharing as well as expanding understanding of the conditions that facilitate knowledge sharing. Practical implications - For organizations to encourage the desired knowledge sharing, they may need to maintain human resource management (HRM) practices that recognize the different motivations associated with each of the goal orientations. Originality/value - The model developed integrates research on goal orientations and knowledge transfer to expand understanding of how individuals cognitively value the costs and benefits of sharing their knowledge.",,,,"Wang, Charles/B-5565-2011","Wang, Charles/0000-0001-9331-8437",,,,,,,,,,,,1367-3270,1758-7484,,,,,2010,14,3,,,,,378,393,,10.1108/13673271011050111,,,,,,,WOS:000280678500004,,,,,
J,"Savolainen, R",,,,"Savolainen, Reijo",,,Small world and information grounds as contexts of information seeking and sharing,LIBRARY & INFORMATION SCIENCE RESEARCH,,,,,,,,,,,,"This study compares and contrasts small world and information grounds as contexts of everyday information seeking and sharing. More specifically, the focus is on spatial and social factors constitutive of small world and information grounds. To this end, the main works written by Elfreda A. Chatman and Karen E. Fisher and their associates are scrutinized by means of an in-depth review of the literature of studies on small world and information grounds. Both approaches primarily discuss the spatial factors in terms of physical places. The construct of small world places more emphasis on spatial factors as constraints, while the construct of information grounds thematizes spatial factors as open arenas. As to social factors, the construct of small world focuses on normative constraints of information seeking and sharing. The construct of information grounds, in contrast, emphasizes the co-presence of other people as an opportunity to serendipitous seeking and sharing of information. Although Chatman and Fisher thematize the contextual factors differently, the constructs may also be seen as complementary. (C) 2008 Elsevier Inc. All rights reserved.",,,,,,,,,,,,,,,,,0740-8188,1873-1848,,,,JAN,2009,31,1,,,,,38,45,,10.1016/j.lisr.2008.10.007,,,,,,,WOS:000264223000006,,,,,
J,"Liu, LB; Cheung, CMK; Lee, MKO",,,,"Liu, Libo; Cheung, Christy M. K.; Lee, Matthew K. O.",,,An empirical investigation of information sharing behavior on social commerce sites,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,,,,,,,,,,,,"Social commerce sites (SCSs), a new model of social media, provide fertile ground for customers to communicate their opinions and exchange product- or service-related information. Given the significant opportunities related to the use of social media data for customers' insight, we explore the factors driving information sharing behavior on SCSs. In this paper, we propose and empirically test a comprehensive theoretical model for customer information sharing behavior through analysis of online survey data as well as network and behavioral usage data of over four months from 1177 customers in a SCS. The research model was empirically validated with the use of both subjective and objective data in a longitudinal setting. Our results show that customer information sharing is influenced by both individual (i.e., reputation and the enjoyment of helping others) and social capital (i.e., out-degrees' post, in-degrees' feedback, customer expertise and reciprocity) factors. This study contributes to the existing literature by highlighting the role of directed social network in customer information sharing behavior on SCSs. We believe that the results of our study offer important insights to the IS research and practice. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,"LEE, Matthew Kwok On/0000-0001-8190-608X",,,,,,,,,,,,0268-4012,1873-4707,,,,OCT,2016,36,5,,,,,686,699,,10.1016/j.ijinfomgt.2016.03.013,,,,,,,WOS:000383825800002,,,,,
J,"Wang, YL; Meister, DB; Gray, PH",,,,"Wang, Yinglei; Meister, Darren B.; Gray, Peter H.",,,SOCIAL INFLUENCE AND KNOWLEDGE MANAGEMENT SYSTEMS USE: EVIDENCE FROM PANEL DATA,MIS QUARTERLY,,,,,,,,,,,,"Theory suggests that coworkers may influence individuals' technology use behaviors, but there is limited research in the technology diffusion literature that explicates how such social influence processes operate after initial adoption. We investigate how two key social influence mechanisms (identification and internalization) may explain the growth over time in individuals' use of knowledge management systems (KMS)-a technology that because of its publicly visible use provides a rich context for investigating social influence. We test our hypotheses using longitudinal KMS usage data on over 80,000 employees of a management consulting firm. Our approach infers the presence of identification and internalization from associations between actual system use behaviors by a focal individual and prior system use by a range of reference groups. Evidence of these kinds of associations between system use behaviors helps construct a more complete picture of social influence mechanisms, and is to our knowledge novel to the technology diffusion literature. Our results confirm the utility of this approach for understanding social influence effects and reveal a fine-grained pattern of influence across different social groups: we found strong support for bottom-up social influence across hierarchical levels, limited support for peer-level influence within levels, and no support for top-down influence.",,,,,,,,,,,,,,,,,0276-7783,,,,,MAR,2013,37,1,,,,,299,313,,,,,,,,,WOS:000321340500013,,,,,
J,"Farrow, H; Yuan, YC",,,,"Farrow, Harmonie; Yuan, Y. Connie",,,Building Stronger Ties With Alumni Through Facebook to Increase Volunteerism and Charitable Giving,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,,,,,,,,,,,,"This research explores how strength of network ties, as fostered by the use of a social network site, Facebook, (a) influences alumni attitudes toward volunteering for and making charitable gifts to their alma mater, and (b) fortifies consistency between attitude and behavior. After exploratory interviews and participant observation, a survey of 3,085 alumni was conducted for hypothesis testing. Structural equation modeling analysis revealed: First, active participation in Facebook groups positively predicted strength of network ties along 2 dimensions: frequency of communication and emotional closeness. Second, both dimensions of tie strength influenced actual behavior, albeit via different routes. The paper also contributes to attitude change research in showing that strength of network ties can help ensure consistencies between attitude and behavior.",,,,,,,,,,,,,,,,,1083-6101,,,,,APR,2011,16,3,,,,,,,445,10.1111/j.1083-6101.2011.01550.x,,,,,,,WOS:000289307500005,,,,,
J,"Kianto, A; Waajakoski, J",,,,"Kianto, Aino; Waajakoski, Jussi",,,Linking social capital to organizational growth,KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE,,,,,,,,,,,,"In the current discussion of the intellectual capital, three main themes have been brought up: intangible assets, the dynamic capabilities to create and modify these assets, and the social relationships in which the knowledge processes take place, that is social capital. Within the latter view, knowledge is understood as a socially constructed and shared resource, and the focus is on the characteristics of the social relationships connecting the various actors and on the benefits these bring to the participants. Even though it is widely agreed that knowledge is essentially social by nature and that social capital does matter to the corporate bottom line, there are relatively few previous studies that have empirically examined the impact of social capital on organizational growth. To bridge this gap, the paper empirically examines how social capital residing in both intra-organizational and inter-organizational relationships of firms is related with organizational growth. The results suggest that contrary to the theoretical claims in the existing literature, social capital has only meagre role in promoting organizational growth. Knowledge Management Research & Practice (2010) 8, 4-14. doi:10.1057/kmrp.2009.29",,,,"Wang, Charles/B-5565-2011; Kianto, Aino/Y-6931-2019","Wang, Charles/0000-0001-9331-8437; Kianto, Aino/0000-0001-7173-3525",,,,,,,,,,,,1477-8238,1477-8246,,,,MAR,2010,8,1,,,,,4,14,,10.1057/kmrp.2009.29,,,,,,,WOS:000282845800002,,,,,
J,"Trier, M",,,,"Trier, Matthias",,,Towards dynamic visualization for understanding evolution of digital communication networks,INFORMATION SYSTEMS RESEARCH,,,,,,,,,,,,"The capabilities offered by digital communication are leading to the evolution of new network structures that are grounded in communication patterns. As these structures are significant for organizations, much research has been devoted to understanding network dynamics in ongoing processes of electronic communication. A valuable method for this objective is Social Network Analysis. However, its current focus on quantifying and interpreting aggregated static relationship structures suffers from some limitations for the domain of analyzing online communication with high volatility and massive exchange of timed messages. To overcome these limitations, this paper presents a method for event-based dynamic network visualization and analysis together with its exploratory social network intelligence software Commetrix. Based on longitudinal data of corporate email communication, the paper demonstrates how exploration of animated graphs combined with measuring temporal network changes identifies measurement artifacts of static network analysis, describes community formation processes and network lifecycles, bridges actor level with network level analysis by analyzing the structural impact of actor activities, and measures how network structures react to external events. The methods and findings improve our understanding of dynamic phenomena in online communication and motivate novel metrics that complement Social Network Analysis.",,,,,,,,,,,,,,,,,1047-7047,,,,,SEP,2008,19,3,,,,,335,350,,10.1287/isre.1080.0191,,,,,,,WOS:000259723200006,,,,,
J,"Kuegler, M; Smolnik, S; Kane, G",,,,"Kuegler, Maurice; Smolnik, Stefan; Kane, Gerald",,,What's in IT for employees? Understanding the relationship between use and performance in enterprise social software,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,,,,,,,,,,,,"Despite enterprise social software platforms' (ESSPs) widespread diffusion in recent years, the impact of such systems on employee performance is not clear. This study explores the link between ESSP use and its potential performance impacts. Our findings show that ESSP use influences employee performance in two ways: through improved task performance and employee innovation. We also show that task equivocality moderates the relationship between ESSP use and employee performance outcomes, with ESSP use having a stronger impact on the performance of non-routine tasks. Finally, we show that using ESSPs for connecting within teams has a stronger effect on task performance, while using ESSP for connecting across teams has a stronger effect on employee innovation. These results can help researchers and practitioners better understand how ESSP use affects employee performance and the conditions best suited to achieve these performance outcomes in an enterprise setting. (C) 2015 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0963-8687,1873-1198,,,,JUN,2015,24,2,,,SI,,90,112,,10.1016/j.jsis.2015.04.001,,,,,,,WOS:000357140800004,,,,,
J,"Schultz-Jones, B",,,,"Schultz-Jones, Barbara",,,Examining information behavior through social networks An interdisciplinary review,JOURNAL OF DOCUMENTATION,,,,,,,,,,,,"Purpose - The purpose of this paper is to review the post-1996 literature of information science and other disciplines for the application of social network theory and social network analysis to research that provides an understanding of information environments. Design/methodology/approach - The literature review involved a content analysis of 373 articles retrieved from five electronic journal databases offering broad disciplinary coverage, and a selection of nine peer-reviewed electronic access journals in information science. Each database was limited to academic or peer reviewed journals and searched using two query phrases: social network theory (SNT) and social network analysis (SNA). Findings - The paper demonstrates the growth of interest by information science and other disciplines in research that applies social network theory and utilizes social network analysis, indicating what research approaches and major focus trends differentiate the disciplines. Research limitations/implications - The search phrases overlook articles using social networks as the only key phrase for indexing. However, the intention was to examine the application of a theoretical concept and specific methodology, so the terms used were appropriate for this purpose. Practical implications - The paper identifies opportunities to apply social network theory and social network analysis to the study of the exchange of information resources. Originality/value - The paper demonstrates that information science could advance valuable contributions to an understanding of information behavior using social network theory and social network analysis as a vehicle to connect with a significant body of existing research in other disciplines.",,,,"White, Howard D/A-7034-2009",,,,,,,,,,,,,0022-0418,,,,,,2009,65,4,,,,,592,631,,10.1108/00220410910970276,,,,,,,WOS:000269387000005,,,,,
J,"Park, HW; Thelwall, M",,,,"Park, Han Woo; Thelwall, Mike",,,Developing network indicators for ideological landscapes from the political blogosphere in South Korea,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,,,,,,,,,,,,"This paper investigates hyperlink patterns in the South Korean political blogosphere. Using sampling from the blog sidebar hyperlinks of elected politicians (National Assemblymen), the top 79 elite citizen blogs were selected. Two data sets were manually compiled during January, 2007: (a) links between politicians and citizens, and (b) links amongst citizens. A variety of social network analytical methods were then applied. The results show that more top blogs have reciprocal links with politicians than have unidirectional links. The structure of hyperlink interconnectivity suggests that the ruling Uri party affiliated blogs are key in the blog network. For example, the blogs tied with the Uri party have a higher centrality and are more densely connected. Network diagrams also suggest that the top blogs are polarized by party. However, some blogs are located at the center of the Uri and GNP clusters and are connected to both camps. In other words, there are a number of citizen blogs that link to both the Uri and GNP members, because their political identities are not completely shaped but also remain between 2 different ideologies. This suggests that binary opposition in online political discourse is slowly changing.",,,,"Park, Han Woo/F-4051-2011; Thelwall, Mike/C-1449-2013","Park, Han Woo/0000-0002-1378-2473; Thelwall, Mike/0000-0001-6065-205X",,,,,,,,,,,,1083-6101,,,,,JUL,2008,13,4,,,,,856,879,,10.1111/j.1083-6101.2008.00422.x,,,,,,,WOS:000261112400004,,,,,
J,"Courtright, C",,,,"Courtright, C",,,Health information-seeking among Latino newcomers: an exploratory study,INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,,,,,5th Information Seeking in Context Conference,"SEP 01-03, 2004","Dublin, IRELAND",,,,,"Introduction. This exploratory study examines health information-seeking practices among Latin American newcomers to a small city in the United States. The framework locates these practices within social networks, the local institutional context and the use and non-use of information technologies. Method. Semi-structured interviews were conducted in Spanish with seven immigrant workers. Interviews elicited incidents of both purposive seeking and accidental encountering of health information. Analysis. Data were coded for reference to social networks, strengths of social networks, and perceptions and uses of institutions, organizations, and technologies, treating the information incident as unit of analysis. Results. Information seeking is often assisted by both social networks and key institutions, yet the quality of the information transmitted through social networks is apt to be uneven, and newcomers are unable to obtain an adequate overview of local health care for improved decision-making. Of particular interest is the finding that the local information environment has evolved significantly in response to growing demand for Spanish-language and low-income services. Conclusion. It is particularly important for information behaviour researchers to examine the dynamic interactions among study populations and their information environments over time.",,,,,,,,,,,,,,,,,1368-1613,,,,,JAN,2005,10,2,,,,,,,224,,,,,,,,WOS:000226491900008,,,,,
J,"Wu, B; Shen, HY",,,,"Wu, Bo; Shen, Haiying",,,Analyzing and predicting news popularity on Twitter,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,,,,,,,,,,,,"Twitter is not only a social network, but also an increasingly important news media. In Twitter, retweeting is the most important information propagation mechanism, and supernodes (news medias) that have many followers are the most important information sources. Therefore, it is important to understand the news retweet propagation from supernodes and predict news popularity quickly at the very first few seconds upon publishing. Such understanding and prediction will benefit many applications such as social media management, advertisement and interaction optimization between news medias and followers. In this paper, we identify the characteristics of news propagation from supernodes from the trace data we crawled from Twitter. Based on the characteristics, we build a news popularity prediction model that can predict the final number of retweets of a news tweet very quickly. Through trace-driven experiments, we then validate our prediction model by comparing our predicted popularity and real popularity, and show its superior performance in comparison with the regression prediction model. From the study, we found that the average interaction frequency between the retweeters and the news source is correlated with news popularity. Also, the negative sentiment of news has some correlations with retweet popularity while the positive sentiment of news does not have such obvious correlation. Published by Elsevier Ltd.",,,,,,,,,,,,,,,,,0268-4012,1873-4707,,,,DEC,2015,35,6,,,,,702,711,,10.1016/j.ijinfomgt.2015.07.003,,,,,,,WOS:000362050300007,,,,,
