PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Cabanelas, P; Cabanelas-Omil, J; Lampon, JF; Somorrostro, P",,,,"Cabanelas, Pablo; Cabanelas-Omil, Jose; Lampon, Jesus F.; Somorrostro, Patricia",,,The governance of regional research networks: lessons from Spain,REGIONAL STUDIES,,,,,,,,,,,,"The governance of regional research networks: lessons from Spain. Regional Studies. This paper studies in depth the governance factors that influence performance in research networks promoted by regional policy-makers. Analysis of an original dataset, made up of 11 public research networks in Galicia (Spain), demonstrates that governance factors and performance are positively related. Strong ties - those with frequent and varied cooperative interactions - tend to prevail over weak ties, and networks with clearly defined structures and roles are also especially resilient. Companion-based trust has a significant and positive influence on performance. The implications suggest that when policy-makers decide to promote research networks, they should assess not only technical capabilities but also governance issues.",,,,"Lampon, Jesus F./L-9316-2019; Lampon, Jesus F./L-1093-2017; Cabanelas, Pablo/E-9651-2016","Lampon, Jesus F./0000-0001-9267-4448; Lampon, Jesus F./0000-0001-9267-4448; Cabanelas, Pablo/0000-0002-4661-0141; Cabanelas Omil, Jose/0000-0003-3701-6076",,,,,,,,,,,,0034-3404,1360-0591,,,,,2017,51,7,,,,,1008,1019,,10.1080/00343404.2016.1150589,,,,,,,WOS:000403667500004,,,,,
J,"Chen, YY; Shu, T; Chen, S; Wang, SY; Lai, KK; Gan, L",,,,"Chen, Youyu; Shu, Tong; Chen, Shou; Wang, Shouyang; Lai, Kin Keung; Gan, Lu",,,Strong-weak collaborative management in coping supply chain disruption risk transmission based on scale-free networks,APPLIED ECONOMICS,,,,,,,,,,,,"Supply chain disruption causes tremendous loss to supply chains and global businesses. Organizational structure and operational features of supply chain networks, therefore, constitute a major portion of research for coping with supply chain disruption risk. This article first discusses the theoretical foundation, analyses the strength theory of strong and weak ties and the collaborative theory of strong and weak ties. Also, research methods are explicated; the scale-free networks and the theory of strong ties are integrated; the features of supply chain networks are considered from single statistical parameters and comprehensive analyses. Next, we provide numeric simulation of the properties of supply chain networks, verifying the accuracy of parameter analyses of single statistics and comprehensive analyses. Ultimately, when coping with supply chain disruption risk, each node enterprise of supply chain network is supposed to deploy the characteristics of scale-free networks to systematically manage existing weak ties, weak ties newly introduced, existing strong ties and strong ties newly introduced. This study is conducive to node enterprises of supply chains to recognize and apply the scale-free networks and the strength theory of ties to analyze the properties of supply chain networks, and to improve the capacity to cope with disruption risk.",,,,,,,,,,,,,,,,,0003-6846,1466-4283,,,,,2017,49,39,,,,,3943,3958,,10.1080/00036846.2016.1273494,,,,,,,WOS:000402239700005,,,,,
J,"Addis, E; Joxhe, M",,,,"Addis, Elisabetta; Joxhe, Majlinda",,,GENDER GAPS IN SOCIAL CAPITAL: A THEORETICAL INTERPRETATION OF EVIDENCE FROM ITALY,FEMINIST ECONOMICS,,,,,,,,,,,,"This study uses the Italian data from the Multiscopo surveys of 1997 and 2011 to assess differences in life-cycle accumulation of social capital by sex and age. First, the study identifies some crucial aspects regarding the definition and measurement of social capital: individual versus collective dimension, different typologies of social capital, and the fact that the literature often deals with women in social capital but seldom with gender. Second, using a regression analysis with cross-sectional data, it shows that social capital accumulation along the life cycle is different for men and women, with men accumulating more social capital at all ages, with a different peak and overall profile. The study also shows that, over fifteen years, the gap in social capital by sex narrowed. Finally, it introduces a model of social capital structure compatible with the empirical evidence and with notions of gender as defined in feminist literature.",,,,,,,,,,,,,,,,,1354-5701,1466-4372,,,,,2017,23,2,,,,,146,171,,10.1080/13545701.2016.1227463,,,,,,,WOS:000396775200006,,,,,
J,"Gee, LK; Jones, JJ; Fariss, CJ; Burke, M; Fowler, JH",,,,"Gee, Laura K.; Jones, Jason J.; Fariss, Christopher J.; Burke, Moira; Fowler, James H.",,,The paradox of weak ties in 55 countries,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,,,,,,,,,,"People find jobs through their social networks using ties of different strengths. Intuitively weak ties might be less useful because people communicate less often with them, or more useful because they provide novel information. Granovetter's early work showed that more job-seekers get help via acquaintances than friends (Granovetter, 1973). However, recent work on job-finding (Gee et al., 2017) shows an apparent paradox of weak ties in the United States: most people are helped through one of their numerous weak ties, but a single stronger tie is significantly more valuable at the margin. Although some studies have addressed the importance of weak ties in job finding within specific countries, this is the first paper to use a single dataset and methodology to compare the importance of weak ties across countries. Here, we use de-identified data from almost 17 million social ties in 55 countries to document the widespread existence of this paradox of weak ties across many societies. More people get jobs where their weak ties work. However, this is not because weak ties are more helpful than strong ties - it is because they are more numerous. In every country, the likelihood of going to work where an individual friend works is increasing not decreasing - with tie strength. Yet, there is substantial variation in the added value of a strong tie at the margin across these countries. We show that the level of income inequality in a country is positively correlated with the added value of a strong tie, so that individual strong ties matter more when there is greater income inequality. (C) 2016 The Authors. Published by Elsevier B.V.",,,,"Jones, Jason J/I-3350-2012","Jones, Jason J/0000-0002-4140-0268; Fariss, Christopher/0000-0001-9837-186X",,,,,,,,,,,,0167-2681,1879-1751,,,,JAN,2017,133,,,,,,362,372,,10.1016/j.jebo.2016.12.004,,,,,,,WOS:000393633200022,,,,,
J,"Urrea, G; Villa, S; Goncalves, P",,,,"Urrea, Gloria; Villa, Sebastian; Goncalves, Paulo",,,Exploratory analyses of relief and development operations using social networks,SOCIO-ECONOMIC PLANNING SCIENCES,,,,,,,,,,,,"We use social networks to explore how structural factors affect humanitarian organizations' performance in relief and development operations. Analyses of two recent humanitarian disasters show that having pre-established partnerships among implementers, a central coordinator, high connectivity, and few structural holes facilitates coordination and improves performance. Similarly, cost efficiency analyses of 757 development programs reveal that (i) high performance of donors and beneficiaries is positively related to the amount of implementers they interact with, and (ii) programs connected by common actors are more cost efficient. Finally, short path lengths and frequent connections among actors or programs improve performance in humanitarian operations. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,"Villa, Sebastian/0000-0002-8708-2576",,,,,,,,,,,,0038-0121,,,,,DEC,2016,56,,,,SI,,27,39,,10.1016/j.seps.2016.05.001,,,,,,,WOS:000388155900004,,,,,
J,"Charles, JSJ; Chih, YY",,,,"Charles, Joni S. James; Chih, Yao-Yu",,,Delinquency Reinforcement and Balance: Is Exposure to Delinquent Peers Always Risky?,B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,,,,,,,,,,,,"This study investigates whether exposure to delinquent peers increases the risk of committing delinquent acts. To incorporate a balance argument in a conventional setting, we develop an adjusted exposure level to study an individual's delinquency choice. We show this choice is affected by not only how many delinquent peers an individual directly and indirectly connects with, but also who those peers are. Specifically, exposure to delinquent peers is not universally risky, and could even be protective if the average exposure level of the individual's delinquent peers is significantly less than her own exposure level. In addition, we show that individuals with high exposure levels are more sensitive to structural changes in the delinquent network. Therefore, a policy aiming to isolate key players in the network could be more cost-effective than strengthening the law-enforcement system.",,,,,,,,,,,,,,,,,1935-1682,,,,,OCT,2016,16,4,,,,,,,20150224,10.1515/bejeap-2015-0224,,,,,,,WOS:000395809400002,,,,,
J,"Godart, FC; Cavarretta, F; Thiemann, M",,,,"Godart, Frederic C.; Cavarretta, Fabrice; Thiemann, Matthias",,,Task complexity and shared value orientation: exploring the moderators of a social dilemma in team social networks,INDUSTRIAL AND CORPORATE CHANGE,,,,,,,,,,,,"Although it is often in the interest of individuals to implement networking strategies that erode their team's social capital, it is unclear under what conditions such a social dilemma is more or less likely to occur. We focus on brokerage and closure as two dimensions of social structure where tension arises between individual networking strategies and team performance. Adopting a multilevel perspective, and focusing on closed teams with the presence of a clear leader, we analyze two complementary moderators of this social dilemma that are fundamental to the existence of teams: the task complexity facing the team under consideration, and the individualist versus collectivist shared value orientation of its members. We find that an increase in either of these makes the social dilemma more likely to occur. Counterintuitive conclusions pertaining to these moderators are discussed.",,,,"Godart, Frederic/A-1927-2017; Cavarretta, Fabrice/G-8080-2011","Godart, Frederic/0000-0001-7530-8577; Cavarretta, Fabrice/0000-0002-1230-199X",,,,,,,,,,,,0960-6491,1464-3650,,,,OCT,2016,25,5,,,,,739,756,,10.1093/icc/dtv046,,,,,,,WOS:000386134600002,,,,,
J,"Wade, F; Shipworth, M; Hitchings, R",,,,"Wade, Faye; Shipworth, Michelle; Hitchings, Russell",,,Influencing the central heating technologies installed in homes: The role of social capital in supply chain networks,ENERGY POLICY,,,,,,,,,,,,"The likely installation of, and potential energy savings from, low carbon technologies in domestic buildings is not only dependent on those who fit them, but also the broader supply chains of which they are part. Despite this, the role of supply chain actors has been largely overlooked in strategies seeking to encourage the installation of more sustainable domestic heating technologies. With reference to central heating, this paper responds through an ethnographic analysis of how plumbers' merchants and sales representatives can influence the work of heating installers in the United Kingdom. It applies two dimensions of the concept of 'social capital': relational and structural. Relational social capital focuses on the trust, loyalty and reciprocity at play in relations, whilst structural social capital considers how the strength of tie can influence those to whom people turn for advice and support. Together, these ideas demonstrate how relationships amongst these groups can serve to influence product choice and facilitate information exchange. The paper concludes by discussing how these supply chains might be engaged with as a means of encouraging the installation of low carbon domestic technologies. (C) 2016 The Authors. Published by Elsevier Ltd.",,,,,"Wade, Faye/0000-0003-4590-652X",,,,,,,,,,,,0301-4215,1873-6777,,,,AUG,2016,95,,,,,,52,60,,10.1016/j.enpol.2016.04.033,,,,,,,WOS:000381233800006,,,,,
J,"Mokyr, J",,,,"Mokyr, Joel",,,Institutions and the Origins of the Great Enrichment,ATLANTIC ECONOMIC JOURNAL,,,,,,,,,,,,"The origins of modern economic growth and the Industrial Revolution that triggered it can be found in the cultural and institutional developments in early modern Europe. In this era the Republic of Letters emerged as a transnational community that solved many of the incentive problems that plagued the creation and diffusion of science and technology, and paved the way to the Industrial Enlightenment of the eighteenth century.",,,,,,,,,,,,,,,,,0197-4254,1573-9678,,,,JUN,2016,44,2,,,,,243,259,,10.1007/s11293-016-9496-4,,,,,,,WOS:000408761200007,,,,,
J,"Igarashi, Y",,,,"Igarashi, Yoske",,,Distributional effects of hiring through networks,REVIEW OF ECONOMIC DYNAMICS,,,,,,,,,,,,"How would a policy that bans the use of networks in hiring (e.g. anti-old boy network laws) affect welfare? We answer this question in a random search model in which there are two hiring methods, formal costly channels and referral channels, and there are two types of workers, networked workers, who can be hired through both channels, and non networked workers, who cannot be hired through referrals. We show that the effect of a referral-restricting policy on non-networked workers can be either positive or negative, depending on model parameters. In our calibration such a policy would make non networked workers slightly worse off and networked workers substantially worse off. (C) 2016 Elsevier Inc. All rights reserved.",,,,,,,,,,,,,,,,,1094-2025,1096-6099,,,,APR,2016,20,,,,,,90,110,,10.1016/j.red.2016.01.002,,,,,,,WOS:000372678000005,,,,,
J,"Mora, MT; Davila, A; Boudreau, J",,,,"Mora, Marie T.; Davila, Alberto; Boudreau, James",,,Social networks and Black-White differentials in public employment agency usage among mature job seekers,ANNALS OF REGIONAL SCIENCE,,,,,,,,,,,,"We conceptually and empirically analyze how local labor market weakness impacts the usage of public employment agencies (PEAs) between Blacks and Whites in the USA. Employing restricted-use data from the National Longitudinal Survey of Youth, our empirical results indicate that Blacks have higher PEA-usage rates than Whites, likely caused by their higher unemployment rates. However, Whites in regions with relatively weak professional networks tended to tap into PEAs more than otherwise similar Blacks, reducing the Black-White differential in PEA usage. These findings fit with the conceptual prediction that Whites endure a disproportionate negative impact when tighter labor markets (and thus fewer referrals) exist. They also raise the question about whether current anti-labor-market discrimination policies account for potential job-referral differentials between Black and Whites. To the extent that employers favor employee recommendations from members of a particular racial/ethnic group, then perhaps policy targeting discrimination in the workplace should consider how job openings are initially advertised and subsequently filled.",,,,,,,,,,,,,,,,,0570-1864,1432-0592,,,,MAR,2016,56,2,,,,,433,448,,10.1007/s00168-016-0746-9,,,,,,,WOS:000373580400006,,,,,
B,"Burcher, S; Habersetzer, A; Mayer, H",,"Mack, EA; Qian, H",,"Burcher, Sandra; Habersetzer, Antoine; Mayer, Heike",,,Entrepreneurship in peripheral regions A relational perspective,GEOGRAPHIES OF ENTREPRENEURSHIP,Routledge Studies in Human Geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-1-315-68665-3; 978-1-138-92106-1,,,,2016,59,,,,,,143,164,,,,,,,,,WOS:000413422200010,,,,,
J,"Laursen, K; Masciarelli, F; Reichstein, T",,,,"Laursen, Keld; Masciarelli, Francesca; Reichstein, Toke",,,A Matter of Location: The Role of Regional Social Capital in Overcoming the Liability of Newness in R&D Acquisition Activities,REGIONAL STUDIES,,,,,,,,,,,,"External knowledge acquisition is a precondition for firms' competitive advantage. However, young firms exhibit a lower propensity to acquire external research and development (R&D) than their older counterparts. The paper explores the role of regional social capital in moderating this aspect of the liability of newness. The results show that young firms operating in regions with low levels of social capital are less likely to acquire R&D externally. However, this is not the case in regions with high levels of social capital, suggesting that the liability of newness in terms of acquisition of external R&D does not play a role in these regions.",,,,"Laursen, Keld/A-3441-2009","Laursen, Keld/0000-0002-2763-3989; MASCIARELLI, FRANCESCA/0000-0002-6922-4091",,,,,,,,,,,,0034-3404,1360-0591,,,,,2016,50,9,,,,,1537,1550,,10.1080/00343404.2015.1041370,,,,,,,WOS:000380373900007,,,,,
J,"Balland, PA; Belso-Martinez, JA; Morrison, A",,,,"Balland, Pierre-Alexandre; Antonio Belso-Martinez, Jose; Morrison, Andrea",,,"The Dynamics of Technical and Business Knowledge Networks in Industrial Clusters: Embeddedness, Status, or Proximity?",ECONOMIC GEOGRAPHY,,,,,,,,,,,,"Although informal knowledge networks have often been regarded as a key ingredient behind the success of industrial clusters, the forces that shape their structure and dynamics remain largely unknown. Drawing on recent network dynamic models, we analyze the evolution of business and technical knowledge networks within a toy cluster in Spain. Empirical results suggest that the dynamics of the two networks differ to a large extent. We find that status drives the formation of business knowledge networks, proximity is more crucial for technical knowledge networks, while embeddedness plays an equally important role in the dynamics of both networks.",,,,,"Balland, Pierre-Alexandre/0000-0003-2787-4376; Morrison, Andrea/0000-0002-1878-6780",,,,,,,,,,,,0013-0095,1944-8287,,,,,2016,92,1,,,,,35,60,,10.1080/00130095.2015.1094370,,,,,,,WOS:000374306200004,,,,,
J,"Cai, QH; Zhu, YC; Chen, QH",,,,"Cai, Qihua; Zhu, Yuchun; Chen, Qihui",,,Can social networks increase households' contribution to public-good provision in rural China? The case of small hydraulic facilities construction,CHINA AGRICULTURAL ECONOMIC REVIEW,,,,,,,,,,,,"Purpose - The purpose of this paper is to examine the roles social networks play in households' contribution to the provision of small hydraulic facilities (SHFs) in rural China. Design/methodology/approach - This paper adopts a sample-selection ordered probit model (Greene and Hensher, 2010) to estimate the impacts of overall social-network intensity, of the number of strong ties (relatives), and of the number of weak ties (friends), using data on 1,064 representative households collected from three provinces (Inner Mongolia, Ningxia, and Shandong). Findings - The numbers of strong ties and weak ties both have significant impacts on households' willingness to contribute to SHFs provision, but only the latter has a significant impact on their level of contribution. More specifically, a one standard deviation increase in the number of weak ties (i.e. friends) is associated with a 6.6 percent increase in households' propensity of contributing more than 550 yuan and a 8.2 percent decrease in their propensity of contributing less than 100 yuan. Originality/value - This paper is the first to examine the impacts of social networks on households' contribution to SHFs provision in rural China. Its finding is of great policy relevance-fostering and maintaining social networks (e.g. through rural cooperatives) can significantly increase households' contribution to public-good provision.",,,,"Chen, Qihui/I-2813-2019","Chen, Qihui/0000-0002-0944-0470",,,,,,,,,,,,1756-137X,1756-1388,,,,,2016,8,1,,,,,148,169,,10.1108/CAER-06-2015-0074,,,,,,,WOS:000369419800009,,,,,
J,"Peetz, D; Murray, G; Muurlink, O; May, M",,,,"Peetz, David; Murray, Georgina; Muurlink, Olav; May, Maggie",,,The meaning and making of union delegate networks,ECONOMIC AND LABOUR RELATIONS REVIEW,,,,,,,,,,,,"Networks are a subject of growing research interest. Yet union networks, particularly networks of delegates, and ways to build them, are still poorly understood. This is a study of the meaning that workplace union delegates assign to networks of support. It explores the characteristics of effective delegate and union networks and influences upon them. Effective networks are a combination of strong and weak ties, such that delegates sometimes do not recognise they are part of a network. Our three-stage research methodology involved delegate focus groups, a paper-based self-completion questionnaire of recently trained delegates (N=473) and a follow-up telephone survey (N=145). It found that organisers were key to creation of internal workplace networks (although they did not necessarily establish them) and in providing a bridge for delegates with external networks. They were the key support person for many delegates. Networks took a variety of forms. Only a minority were formalised. A majority were mainly internal to the workplace. Social media were rarely used, with little intention of using them more, and were, we suspect, underutilised.",,,,,,,,,,,,,,,,,1035-3046,1838-2673,,,,DEC,2015,26,4,,,,,596,613,,10.1177/1035304615614717,,,,,,,WOS:000365622600006,,,,,
J,"Stupnytska, Y; Zaharieva, A",,,,"Stupnytska, Yuliia; Zaharieva, Anna",,,Explaining U-shape of the referral hiring pattern in a search model with heterogeneous workers,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,,,,,,,,,,"This paper presents a search model with heterogeneous workers, social networks and endogenous search intensity. There are three job search channels: costly formal applications and two costless informal channels through family and professional networks. Our model explains a U-shape referral hiring pattern observed in empirical studies and a strong selection of workers on productivity across the three channels. Moreover, combining family and professional referrals into one informal channel may generate a spurious result of wage premiums (penalties) if high (low) productivity workers are dominating in the empirical data and their productivity is not fully observable to the econometrician. (C) 2015 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0167-2681,1879-1751,,,,NOV,2015,119,,,,,,211,233,,10.1016/j.jebo.2015.08.012,,,,,,,WOS:000366958800015,,,,,
J,"Zenou, Y",,,,"Zenou, Yves",,,A Dynamic Model of Weak and Strong Ties in the Labor Market,JOURNAL OF LABOR ECONOMICS,,,,,,,,,,,,"The study develops a simple model where workers can obtain a job through either their strong or weak ties. It shows that increasing the time spent with weak ties raises the employment rate of workers. It also shows that when the job-destruction rate or the job-information rate increases, workers choose to relymore on their weak ties to find a job. The model is extended so unemployed workers can also learn of a vacancy directly from an employer. Results show that equilibrium employment and time spent with weak ties are sometimes, but not in all cases, positively related.",,,,,"Zenou, Yves/0000-0001-6516-0812; Zenou, Yves/0000-0003-0246-3917",,,,,,,,,,,,0734-306X,1537-5307,,,,OCT,2015,33,4,,,,,891,932,,10.1086/681098,,,,,,,WOS:000361672300005,,,,,
J,"Brady, G",,,,"Brady, Gerard",,,Network Social Capital and Labour Market Outcomes: Evidence For Ireland,ECONOMIC AND SOCIAL REVIEW,,,,,,,,,,,,"Using data from the International Social Survey Programme 2008 this paper tests empirically the effects of network social capital on Irish employment outcomes, while attempting to account for possible endogeneity. We allow the effects of social networks to vary for different groups and across different localities. We find that an individual's ""weak ties"" or acquaintances matter for employment outcomes, whereas their ""strong ties"", for example, their friends and family, are less important. The effects, however, vary across age and location. We also find no evidence that the relationship between social participation and employment is endogenous. These findings are discussed with relevance for future research and policy.",,,,,,,,,,,,,,,,,0012-9984,,,,,SUM,2015,46,2,,,,,163,195,,,,,,,,,WOS:000358002300001,,,,,
J,"Sato, Y; Zenou, Y",,,,"Sato, Yasuhiro; Zenou, Yves",,,How urbanization affect employment and social interactions,EUROPEAN ECONOMIC REVIEW,,,,,,,,,,,,"We develop a model where the unemployed workers in the city can find a job either directly or through weak or strong ties. We show that, in denser areas, individuals choose to interact with more people and meet more random encounters (weak ties) than in sparsely populated areas. We also demonstrate that, for a low urbanization level, there is a unique steady-state equilibrium where workers do not interact with weak ties, while, for a high level of urbanization, there is a unique steady-state equilibrium with full social interactions. We show that these equilibria are usually not socially efficient when the urban population has an intermediate size because there are too few social interactions compared to the social optimum. Finally, even when social interactions are optimal, we show that there is over-urbanization in equilibrium. (C) 2015 Elsevier B.V. All rights reserved.",,,,"PATTANAYAK, MANORANJAN/N-7858-2017","PATTANAYAK, MANORANJAN/0000-0002-5661-6563; Sato, Yasuhiro/0000-0001-9947-1539; Zenou, Yves/0000-0001-6516-0812; Zenou, Yves/0000-0003-0246-3917",,,,,,,,,,,,0014-2921,1873-572X,,,,APR,2015,75,,,,,,131,155,,10.1016/j.euroecorev.2015.01.011,,,,,,,WOS:000352038000008,,,,,
J,"Blume, LE; Brock, WA; Durlauf, SN; Jayaraman, R",,,,"Blume, Lawrence E.; Brock, William A.; Durlauf, Steven N.; Jayaraman, Rajshri",,,Linear Social Interactions Models,JOURNAL OF POLITICAL ECONOMY,,,,,,,,,,,,"This paper provides a systematic analysis of identification in linear social interactions models. This is a theoretical and econometric exercise as the analysis is linked to a rigorously delineated model of interdependent decisions. We develop an incomplete information game for individual choice under social influences that nests standard models as special cases. We consider identification of both endogenous and contextual social effects under alternative assumptions regarding an analyst's a priori knowledge of social structure or access to individual-level or aggregate data. Finally, we discuss potential ramifications for identification of endogenous formation of social structure.",,,,"DURLAUF, Steven/H-4965-2016","Jayaraman, Rajshri/0000-0002-7942-7052",,,,,,,,,,,,0022-3808,1537-534X,,,,APR,2015,123,2,,,,,444,496,,10.1086/679496,,,,,,,WOS:000351351400006,,,,,
J,"Leyden, DP; Link, AN",,,,"Leyden, Dennis P.; Link, Albert N.",,,Toward a theory of the entrepreneurial process,SMALL BUSINESS ECONOMICS,,,,,,,,,,,,"This paper models the entrepreneurial process as both creation and discovery composed of an iterative two-step process where entrepreneurs create social networks based on subjective expectations about the future effectiveness of those networks, and then choose the innovation to pursue and map a search process to discover how to bring the innovation to fruition. Critical to this process is the mix of strong ties and weak ties that make up social networks and the ability to carry forward the social capital embodied in such networks. The tendency of long-existing entrepreneurs to be less innovative can be explained using this model.",,,,,,,,,,,,,,,,,0921-898X,1573-0913,,,,MAR,2015,44,3,,,,,475,484,,10.1007/s11187-014-9606-0,,,,,,,WOS:000349768800001,,,,,
J,"Kruckenberg, LJ",,,,"Kruckenberg, Lena J.",,,Renewable energy partnerships in development cooperation: Towards a relational understanding of technical assistance,ENERGY POLICY,,,,,,,,,,,,"Recent decades have witnessed a surge in international programmes established to assist the adoption of renewable energy technologies (RETs) in low and lower-middle income countries. So far, such programmes have yielded mixed success. While partnerships between international, national and local organisations have become the pre-eminent model for RET programmes, we know relatively little about their contribution. This article traces the role of renewable energy partnerships in development cooperation, shifting the analytical emphasis from barriers and drivers to key actors and their relationships. It presents a relational approach for the analysis of development assistance for renewable energy, drawing on theories concerning the role of strong and weak ties in inter-organisational networks. Through an analysis of seven empirical cases from Central America, the article provides insights into how different forms of inter-organisational relationships can facilitate implementation of RET programmes but do not necessarily enhance the capacities of local organisations in a way to support a more sustainable adoption of RETs. On the basis of this analysis, theoretical and policy implications are given concerning the potential of relational approaches for researching technology diffusion processes, and the role of strong and weak ties for the success - or failure - of renewable energy partnerships. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0301-4215,1873-6777,,,,FEB,2015,77,,,,,,11,20,,10.1016/j.enpol.2014.11.004,,,,,,,WOS:000349507900002,,,,,
J,"Huggins, R; Thompson, P",,,,"Huggins, Robert; Thompson, Piers",,,Culture and Place-Based Development: A Socio-Economic Analysis,REGIONAL STUDIES,,,,,,,,,,,,"Regional Studies. Cultural factors are often absent from analyses of economic change and development, divorcing the nature of social places from the economic spaces within which they are situated. In response to this, the paper seeks both to conceptualize and to operationalize a framework of place-based culture. It develops a framework capturing the economic culture and community culture of places, and examines the relationship between the two, as a means of developing a broader understanding of the notion of culture than is usually considered by the extant literature. Empirically, the paper utilizes Wales as a reference region, with its culture compared with other regions of the UK, along with an analysis of cultural differences found across its localities. Overall, considerable variability is found in the cultural characteristics across both regions and localities, with the type of community culture embedded in places often found to be associated with the prevailing economic culture in these places, suggesting a strong symbiotic association.",,,,"Thompson, Piers/R-5828-2019","Thompson, Piers/0000-0003-1961-7441",,,,,,,,,,,,0034-3404,1360-0591,,,,2-Jan,2015,49,1,,,SI,,130,159,,10.1080/00343404.2014.889817,,,,,,,WOS:000346472700010,,,,,
B,"Chang, S; Ichikawa, M; Deguchi, H",,"Nakai, Y; Koyama, Y; Terano, T",,"Chang, Shuang; Ichikawa, Manabu; Deguchi, Hiroshi",,,Agent-Based Simulation of Citizens' Channel Choice of Public Services Based on Social Learning,AGENT-BASED APPROACHES IN ECONOMIC AND SOCIAL COMPLEX SYSTEMS VIII,,,,,International Workshop on Agent-Based Approaches in Economic and Social Complex Systems (AESCS),"SEP 11-13, 2013","Shibaura Inst Technol, Tokyo, JAPAN",Pan Asian Assoc Agent Based Approach Social Syst Sci,Shibaura Inst Technol,,,"Different from social network of practice that emphasizes relations among members with weak ties, community-based learning more focuses on the competence and practice of individuals connected by strong ties. With respect to the E-government service adoption, we assume that learning within communities is more common than that via social network. On the other side, the spread of information/knowledge on E-government might also influence the learning process, and further affect the adoption behaviour indirectly. Understanding such dynamic learning mechanism is crucial to the investigation of divergent citizens' adoption behaviour of E-government services, thus potentially important to the evaluation and design of supporting policies as well. In order to investigate the influence of learning within communities that are composed of citizens with different characteristics, and to explore the effectiveness of supporting policies in a long-term perspective, agent-based modelling is applied. This model could enable the understanding of a wide range of possible adoption behaviours under different scenarios, and the exploration of to what extent the variant supporting policies are effective.",,,,"Chang, Shuang/B-9261-2015","Chang, Shuang/0000-0002-4298-172X",,,,,,,,,,,,,,978-4-431-55236-9; 978-4-431-55235-2,,,,2015,,,,,,,65,85,,10.1007/978-4-431-55236-9_6,,,,,,,WOS:000380563900006,,,,,
B,"Saha, M; Banerjee, S",,"Bilgin, MH; Danis, H; Demir, E; Lau, CKM",,"Saha, Mausumi; Banerjee, Sharmistha",,,Social Capital and Information Sharing: Impact on Firm Performance,"INNOVATION, FINANCE, AND THE ECONOMY",,,,,13th Eurasia-Business-and-Economics-Society Conference (EBES),"JUN 05-07, 2014","Istanbul Bilgi Univ, Istanbul, TURKEY","Eurasia Business & Econ Soc, Cent Bank Republic Turkey, Istanbul Econ Res Assoc",Istanbul Bilgi Univ,,,"SMEs forge relationship with actors in their environment to obtain necessary resources, support and information which they may be unable to generate by themselves. These relationships are born out of linkages through formal and informal networks. Social capital of SMEs evolves out of these networks and generates scarce benefits. Literature provides that information sharing is widely regarded as one of the key returns of social capital which has a significant impact on firm performance (Wu 2008). Various dimensions of social capital in the form of network ties, trust and shared vision in strategic alliances and social alliances of SMEs have unique influences on information sharing among their exchange partners. This study attempts to examine the effects of the dimensions of social capital on information sharing advantages of the SMEs and its influence on firm performance, while drawing a comparison between firms engaged in strategic and social alliances. Analyzing the data from 100 small firms in West Bengal largely support the hypothesis that social capital contributes significantly towards information sharing, the effect of which is consequently translated into firm performance. The influence is found to be more pronounced for firms embedded in strategic alliances as compared to other firms.",,,,,,,,,,,,,,,,,,,978-3-319-15880-8,,,,2015,,,,,,,193,211,,10.1007/978-3-319-15880-8_16,,,,,,,WOS:000360224400016,,,,,
J,"Brandes, L; Brechot, M; Franck, E",,,,"Brandes, Leif; Brechot, Marc; Franck, Egon",,,Managers' external social ties at work: Blessing or curse for the firm?,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,,,,,,,,,,"Existing evidence shows that decision makers' social ties to internal co-workers can lead to reduced firm performance. In this article, we show that decision makers' social ties to external transaction partners can also hurt firm performance. Specifically, we use 34 years of data from the National Basketball Association and study the relationship between a team's winning percentage and its use of players that the manager acquired through social ties to former employers in the industry. We find that teams with ""tie-hired-players"" underper-form teams without tie-hired-players by 5 percent. This effect is large enough to change the composition of teams that qualify for the playoffs. Importantly, we show that adverse selection of managers and teams into the use of tie-hiring procedures cannot fully explain this finding. Additional evidence suggests instead that managers deliberately trade-off private, tie-related benefits against team performance. (C) 2014 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0167-2681,1879-1751,,,,JAN,2015,109,,,,,,203,216,,10.1016/j.jebo.2014.11.013,,,,,,,WOS:000349502700015,,,,,
